Land Category	Calendar Year	Offshore Region	Planning Area	Offshore Area	Protraction	Revenue Type	Commodity	Product	Total
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil	Condensate	 $ 31,217,093.01
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil	Drip or Scrubber Condensate	 $ 556,156.29
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil	Inlet Scrubber	 $ 19,274.31
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil	Oil	 $ 58,420,057.70
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Bonus	Oil & Gas		 $ 1,354,545.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Other Revenue	Oil & Gas		 $ (146,144.75)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Rents	Oil & Gas		 $ 498,474.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Gas	Flash Gas	 $ 18,069.83
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Gas	Processed (Residue) Gas	 $ 7,913,703.59
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,368,290.54
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	NGL	Gas Plant Products	 $ 3,127,886.83
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil	Condensate	 $ 9,336,251.20
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil	Drip or Scrubber Condensate	 $ 317,037.12
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil	Inlet Scrubber	 $ 571.26
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil	Oil	 $ 123,774,616.03
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Bonus	Oil & Gas		 $ 2,382,170.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Other Revenue	Oil & Gas		 $ (633,967.22)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Rents	Oil & Gas		 $ 1,426,609.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Gas	Flash Gas	 $ 9,713.85
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Gas	Fuel Gas	 $ 385.52
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Gas	Processed (Residue) Gas	 $ 2,080,563.35
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Gas	Unprocessed (Wet) Gas	 $ 165,426.01
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	NGL	Gas Plant Products	 $ 1,290,583.21
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil	Condensate	 $ 6,322,030.86
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil	Drip or Scrubber Condensate	 $ 187,930.68
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil	Inlet Scrubber	 $ 48.79
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil	Oil	 $ 86,669,723.72
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Bonus	Oil & Gas		 $ 20,486,121.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Other Revenue	Oil & Gas		 $ 177,000.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Rents	Oil & Gas		 $ 12,394,354.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalties	Gas	Processed (Residue) Gas	 $ (105,310.63)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalties	Gas	Unprocessed (Wet) Gas	 $ 522,862.13
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalties	NGL	Gas Plant Products	 $ (146,474.06)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil	Condensate	 $ 3,097,136.58
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil	Oil	 $ 4,620,342.93
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Bonus	Oil & Gas		 $ 207,000.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Other Revenue	Oil & Gas		 $ 86,696.69
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Rents	Oil & Gas		 $ 469,373.02
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Flash Gas	 $ 5,936.76
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Fuel Gas	 $ 943,955.87
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Gas Lost - Flared or Vented	 $ 53,982.43
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Processed (Residue) Gas	 $ 6,277,837.01
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,547,169.22
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	NGL	Gas Plant Products	 $ 700,315.91
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil	Condensate	 $ 3,607,917.61
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil	Drip or Scrubber Condensate	 $ 31,532.08
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil	Inlet Scrubber	 $ 5.77
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil	Oil	 $ 47,313,285.42
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Other Revenue	Oil & Gas		 $ 13,958.42
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Rents	Oil & Gas		 $ 130,155.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Gas	Flash Gas	 $ 3,480.96
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Gas	Processed (Residue) Gas	 $ 3,976,217.70
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 611,541.12
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	NGL	Gas Plant Products	 $ 1,828,016.27
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil	Condensate	 $ 11,139,706.93
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil	Drip or Scrubber Condensate	 $ 77,845.23
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil	Inlet Scrubber	 $ 55,928.12
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil	Oil	 $ 828,082.49
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Bonus	Oil & Gas		 $ 340,026,345.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Other Revenue	Oil & Gas		 $ (158,686.33)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Rents	Oil & Gas		 $ 29,043,310.50
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Gas	Flash Gas	 $ 202,951.28
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Gas	Fuel Gas	 $ 5,752.87
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Gas	Processed (Residue) Gas	 $ 21,286,168.89
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Gas	Unprocessed (Wet) Gas	 $ (822,375.27)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	NGL	Gas Plant Products	 $ 30,360,625.28
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil	Condensate	 $ 64,499,061.44
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil	Drip or Scrubber Condensate	 $ 1,014,605.58
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil	Inlet Scrubber	 $ 266,166.17
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil	Oil	 $ 1,371,510,614.78
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Keathley Canyon	NG15-05	Bonus	Oil & Gas		 $ 105,226,669.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Keathley Canyon	NG15-05	Rents	Oil & Gas		 $ 14,454,720.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Lloyd Ridge	NG16-02	Bonus	Oil & Gas		 $ 48,921,311.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Lloyd Ridge	NG16-02	Rents	Oil & Gas		 $ 7,531,200.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Lund	NG16-04	Bonus	Oil & Gas		 $ 8,812,480.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Lund	NG16-04	Rents	Oil & Gas		 $ 1,440,000.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Bonus	Oil & Gas		 $ 2,325,768.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Other Revenue	Oil & Gas		 $ 251,692.10
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Rents	Oil & Gas		 $ 1,096,583.22
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Gas	Fuel Gas	 $ 357,196.43
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Gas	Processed (Residue) Gas	 $ 17,042,880.21
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3,230,647.71
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	NGL	Gas Plant Products	 $ 5,971,295.21
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil	Condensate	 $ 8,963,328.57
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil	Drip or Scrubber Condensate	 $ 295.22
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil	Inlet Scrubber	 $ 7,114.13
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil	Oil	 $ 137,890,403.58
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Bonus	Oil & Gas		 $ 800,454.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Other Revenue	Oil & Gas		 $ 119,478.57
Federal Offshore	2013	Gulf of Mexico				Other Revenue	Sulfur		 $ 11,186.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Rents	Oil & Gas		 $ 1,108,221.50
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Gas	Flash Gas	 $ 7,040.08
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Gas	Fuel Gas	 $ 42.72
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Gas	Processed (Residue) Gas	 $ 6,699,480.15
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3,735,077.84
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	NGL	Gas Plant Products	 $ 2,593,704.04
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil	Condensate	 $ 12,173,452.81
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil	Drip or Scrubber Condensate	 $ 21,835.52
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil	Inlet Scrubber	 $ 100,073.02
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil	Oil	 $ 101,545,653.84
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Other Products	Salt	 $ 2,658.90
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Other Products	Sulfur	
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Bonus	Oil & Gas		 $ 129,909,309.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Other Revenue	Oil & Gas		 $ (2,641,514.49)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Rents	Oil & Gas		 $ 22,082,331.10
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Gas	Coal Bed Methane	 $ (260.29)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Gas	Flash Gas	 $ 593,411.56
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Gas	Fuel Gas	 $ 241.97
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Gas	Processed (Residue) Gas	 $ 42,774,741.77
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Gas	Unprocessed (Wet) Gas	 $ 5,017,254.09
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	NGL	Gas Plant Products	 $ 34,072,417.88
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil	Condensate	 $ 23,748,235.74
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil	Drip or Scrubber Condensate	 $ (879,827.98)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil	Inlet Scrubber	 $ 1,827,562.11
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil	Oil	 $ 1,317,968,869.51
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Bonus	Oil & Gas		 $ 191,000.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Other Revenue	Oil & Gas		 $ (29,910.19)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Rents	Oil & Gas		 $ 138,746.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Gas	Processed (Residue) Gas	 $ 8,971,555.81
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Gas	Unprocessed (Wet) Gas	 $ 9,813,086.11
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	NGL	Gas Plant Products	 $ 3,355,644.81
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil	Condensate	 $ 13,311.31
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil	Drip or Scrubber Condensate	 $ 2,129.71
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil	Oil	 $ (3,250.27)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil	Other Liquid Hydrocarbons	 $ 27,765.41
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Other Products	Sulfur	 $ 1,463.19
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Other Revenue	Oil & Gas		 $ (68,000.00)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Rents	Oil & Gas		 $ 105,000.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Gas	Processed (Residue) Gas	 $ 2,005.06
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Gas	Unprocessed (Wet) Gas	 $ 10,848.75
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	NGL	Gas Plant Products	 $ 342.70
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil	Condensate	 $ 1,303,567.78
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Bonus	Oil & Gas		 $ 2,629,203.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Other Revenue	Oil & Gas		 $ 368,951.24
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Rents	Oil & Gas		 $ 1,040,745.11
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Flash Gas	 $ 25,706.69
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Fuel Gas	 $ 309,023.76
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Gas Lost - Flared or Vented	 $ 4,968.66
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Processed (Residue) Gas	 $ 22,386,742.40
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Gas	Unprocessed (Wet) Gas	 $ 3,678,822.28
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	NGL	Gas Plant Products	 $ 2,917,052.47
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Condensate	 $ 21,639,963.32
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Drip or Scrubber Condensate	 $ 482,066.57
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Inlet Scrubber	 $ 711.21
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil	Oil	 $ 114,931,758.33
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Bonus	Oil & Gas		 $ 1,043,900.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Other Revenue	Oil & Gas		 $ 2,745,177.82
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Rents	Oil & Gas		 $ 618,370.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Flash Gas	 $ 22,923.85
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Gas Lost - Flared or Vented	 $ 110.78
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Processed (Residue) Gas	 $ 10,783,389.01
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 513,884.01
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	NGL	Gas Plant Products	 $ 2,978,352.95
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Condensate	 $ 13,847,638.56
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Drip or Scrubber Condensate	 $ 342,875.26
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Inlet Scrubber	 $ 13,552.79
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil	Oil	 $ 62,593,933.36
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Sigsbee Escarpment	NG15-08	Bonus	Oil & Gas		 $ 2,916,716.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	Sigsbee Escarpment	NG15-08	Rents	Oil & Gas		 $ 869,760.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Bonus	Oil & Gas		 $ 2,873,565.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Other Revenue	Oil & Gas		 $ (666,010.78)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Rents	Oil & Gas		 $ 826,032.50
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Flash Gas	 $ 2,016.73
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Fuel Gas	 $ 587,700.89
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Gas Lost - Flared or Vented	 $ 8,439.26
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Processed (Residue) Gas	 $ 19,512,289.51
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Gas	Unprocessed (Wet) Gas	 $ 762,454.38
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	NGL	Gas Plant Products	 $ 5,658,444.49
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Condensate	 $ 15,156,180.81
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Drip or Scrubber Condensate	 $ 593,367.32
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Inlet Scrubber	 $ 2,688.54
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil	Oil	 $ 45,426,187.94
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Bonus	Oil & Gas		 $ 389,302.00
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Other Revenue	Oil & Gas		 $ (577,771.20)
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Rents	Oil & Gas		 $ 778,511.50
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Flash Gas	 $ 14,025.16
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Processed (Residue) Gas	 $ 4,006,547.08
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,773,464.60
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	NGL	Gas Plant Products	 $ 185,583.89
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Condensate	 $ 9,087,856.83
Federal Offshore	2013	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil	Drip or Scrubber Condensate	 $ 69,737.04
