Land Category	Calendar Year	Offshore Region	Planning Area	Offshore Area	Protraction	Revenue Type	Commodity	Product	Total
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Bonus	Oil & Gas		 $ 3,109,418.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Other Revenue	Oil & Gas		 $ (245,764.23)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Rents	Oil & Gas		 $ 1,737,808.75
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Gas	Flash Gas	 $ 19,334.98
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Gas	Processed (Residue) Gas	 $ 52,514,017.17
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Gas	Unprocessed (Wet) Gas	 $ 22,890,316.24
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	NGL	Gas Plant Products	 $ 923,099.36
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil	Condensate	 $ 3,571,601.32
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil	Drip or Scrubber Condensate	 $ 15,458.64
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil	Oil	 $ 9,733,842.98
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Bonus	Oil & Gas		 $ 6,780,409.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Other Revenue	Oil & Gas		 $ 72,790.49
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Rents	Oil & Gas		 $ 1,901,103.75
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Gas	Flash Gas	 $ 35,953.38
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Gas	Processed (Residue) Gas	 $ 30,085,627.96
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 5,638,462.76
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	NGL	Gas Plant Products	 $ 897,378.04
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil	Condensate	 $ 583,406.33
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil	Drip or Scrubber Condensate	 $ 1,767.89
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil	Oil	 $ 215,978.55
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Bonus	Oil & Gas		 $ 2,543,350.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Other Revenue	Oil & Gas		 $ 1,253,589.43
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Rents	Oil & Gas		 $ 342,771.50
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Gas	Flash Gas	 $ 19,846.66
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Gas	Fuel Gas	 $ 1,747,565.37
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Gas	Gas Lost - Flared or Vented	 $ 4,680.37
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Gas	Processed (Residue) Gas	 $ 49,073,969.19
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Gas	Unprocessed (Wet) Gas	 $ 4,617,163.95
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	NGL	Gas Plant Products	 $ 3,736,880.22
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil	Condensate	 $ 1,531,407.01
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil	Drip or Scrubber Condensate	 $ 75,933.89
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil	Oil	 $ 39,730,705.48
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Bonus	Oil & Gas		 $ 607,000.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Other Revenue	Oil & Gas		 $ (38,674.85)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Rents	Oil & Gas		 $ 363,310.00
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Gas	Fuel Gas	 $ 194.17
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Gas	Processed (Residue) Gas	 $ 1,534,446.81
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Gas	Unprocessed (Wet) Gas	 $ (146,689.69)
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	NGL	Gas Plant Products	 $ 90,090.54
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil	Condensate	 $ 420,965.53
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil	Drip or Scrubber Condensate	 $ 5,164.41
Federal Offshore	2006	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil	Oil	 $ 2,386,499.17
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	Apalachicola	NH16-09	Rents	Oil & Gas		 $ 25,564.92
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Other Revenue	Oil & Gas		 $ (50,000.00)
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Rents	Oil & Gas		 $ 3,499,200.00
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	Gas	Processed (Residue) Gas	 $ (799,691.68)
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	NGL	Gas Plant Products	 $ (2,712.45)
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	Oil	Condensate	 $ 1,657.05
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	Oil	Drip or Scrubber Condensate	 $ 80.17
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	Destin Dome	NH16-08	Rents	Oil & Gas		 $ 94,211.48
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	Henderson	NG16-05	Rents	Oil & Gas		 $ 4,355.51
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	Lloyd Ridge	NG16-02	Rents	Oil & Gas		 $ 1,615,680.00
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	Pensacola	NH16-05	Other Revenue	Oil & Gas		 $ 3,000.00
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	Pensacola	NH16-05	Rents	Oil & Gas		 $ 40.00
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	Pensacola	NH16-05	Royalties	Gas	Processed (Residue) Gas	 $ 62,544.82
Federal Offshore	2006	Gulf of Mexico	Eastern Gulf of Mexico	Pensacola	NH16-05	Royalties	Gas	Unprocessed (Wet) Gas	 $ 351,199.89
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Bonus	Oil & Gas		 $ 14,194,069.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Other Revenue	Oil & Gas		 $ 160,047.93
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Rents	Oil & Gas		 $ 17,175,247.52
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	Gas	Processed (Residue) Gas	 $ 11,046,906.47
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	Gas	Unprocessed (Wet) Gas	 $ (653,626.88)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	NGL	Gas Plant Products	 $ 97,773.27
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	Oil	Condensate	 $ (32,393.22)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	Oil	Oil	 $ 38,124,628.09
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Bonus	Oil & Gas		 $ 8,471,392.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Other Revenue	Oil & Gas		 $ (736,199.43)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Rents	Oil & Gas		 $ 1,343,520.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Gas	Flash Gas	 $ 1,381.44
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Gas	Processed (Residue) Gas	 $ 5,373,438.68
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Gas	Unprocessed (Wet) Gas	 $ 15,592,072.54
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	NGL	Gas Plant Products	 $ 189,363.54
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Oil	Condensate	 $ 229,506.04
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Oil	Drip or Scrubber Condensate	 $ 188.47
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Oil	Oil	 $ 81,491.95
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Bonus	Oil & Gas		 $ 2,800,531.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Other Revenue	Oil & Gas		 $ 56,357.38
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Rents	Oil & Gas		 $ 727,200.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Gas	Flash Gas	 $ 2.38
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Gas	Processed (Residue) Gas	 $ 37,556,288.24
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,976,562.29
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	NGL	Gas Plant Products	 $ (446,647.22)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Oil	Condensate	 $ 253,678.94
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Oil	Oil	 $ 204,678.27
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Corpus Christi	NG14-03	Bonus	Oil & Gas		 $ 661,776.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Corpus Christi	NG14-03	Rents	Oil & Gas		 $ 1,511,340.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Bonus	Oil & Gas		 $ 47,047,756.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Other Revenue	Oil & Gas		 $ (3,530,609.53)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Rents	Oil & Gas		 $ 18,036,064.48
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Gas	Flash Gas	 $ 3,063.59
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Gas	Processed (Residue) Gas	 $ 76,639,926.48
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Gas	Unprocessed (Wet) Gas	 $ 75,917,524.88
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	NGL	Gas Plant Products	 $ 346,334.71
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Oil	Condensate	 $ 6,411,493.88
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Oil	Drip or Scrubber Condensate	 $ 7,661.14
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Oil	Oil	 $ 110,860,501.74
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Bonus	Oil & Gas		 $ 9,634,114.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Other Revenue	Oil & Gas		 $ 128,449.87
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Rents	Oil & Gas		 $ 2,853,370.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Gas	Flash Gas	 $ 3,695.96
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Gas	Processed (Residue) Gas	 $ 33,690,340.12
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Gas	Unprocessed (Wet) Gas	 $ 13,444,089.89
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	NGL	Gas Plant Products	 $ 1,904,487.46
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Oil	Condensate	 $ 1,233,475.73
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Oil	Drip or Scrubber Condensate	 $ 2,561.50
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Oil	Oil	 $ 15,719,500.11
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Bonus	Oil & Gas		 $ 1,281,992.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Other Revenue	Oil & Gas		 $ (292,400.00)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Rents	Oil & Gas		 $ 806,400.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	Gas	Flash Gas	 $ 19.38
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	Gas	Processed (Residue) Gas	 $ 187,800.27
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 1,055,661.49
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	NGL	Gas Plant Products	 $ 2,317.23
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	Oil	Condensate	 $ 6,185.33
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	Oil	Drip or Scrubber Condensate	 $ 0.97
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Bonus	Oil & Gas		 $ 155,286,878.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Other Revenue	Oil & Gas		 $ 285,897.38
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Rents	Oil & Gas		 $ 24,518,140.21
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Gas	Flash Gas	 $ 160,600.36
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Gas	Gas Lost - Flared or Vented	 $ 8,213.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Gas	Processed (Residue) Gas	 $ 142,401,322.92
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Gas	Unprocessed (Wet) Gas	 $ 7,237,254.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	NGL	Gas Plant Products	 $ 10,660,805.82
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil	Condensate	 $ 7,302,788.87
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil	Drip or Scrubber Condensate	 $ 2,261,298.43
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil	Inlet Scrubber	 $ 1,027.10
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil	Oil	 $ 284,085,853.83
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Bonus	Oil & Gas		 $ 11,508,159.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Other Revenue	Oil & Gas		 $ (1,114,839.07)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Rents	Oil & Gas		 $ 1,834,931.25
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Gas	Flash Gas	 $ (805.01)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Gas	Processed (Residue) Gas	 $ 16,608,987.97
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Gas	Unprocessed (Wet) Gas	 $ 2,204,555.16
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	NGL	Gas Plant Products	 $ 2,025,647.51
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Oil	Condensate	 $ 2,150,136.51
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Oil	Oil	 $ 153,244.73
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Bonus	Oil & Gas		 $ 10,184,946.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Other Revenue	Oil & Gas		 $ (283,708.08)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Rents	Oil & Gas		 $ 1,809,571.50
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Gas	Flash Gas	 $ (27,822.50)
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Gas	Processed (Residue) Gas	 $ 46,579,785.48
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Gas	Unprocessed (Wet) Gas	 $ 9,001,949.55
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	NGL	Gas Plant Products	 $ 1,304,227.57
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Oil	Condensate	 $ 612,334.55
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Oil	Drip or Scrubber Condensate	 $ 2,032.20
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Oil	Oil	 $ 7,765,837.39
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Bonus	Oil & Gas		 $ 15,791,890.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Other Revenue	Oil & Gas		 $ 1,035,513.81
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Rents	Oil & Gas		 $ 1,451,475.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Gas	Flash Gas	 $ 8,367.85
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Gas	Fuel Gas	 $ 17,735.50
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Gas	Processed (Residue) Gas	 $ 73,979,448.02
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Gas	Unprocessed (Wet) Gas	 $ 874,347.38
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	NGL	Gas Plant Products	 $ 839,716.02
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Oil	Condensate	 $ 13,120,793.03
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Oil	Drip or Scrubber Condensate	 $ 10,559.20
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Oil	Oil	 $ 55,318,879.72
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Bonus	Oil & Gas		 $ 284,318,834.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Other Revenue	Oil & Gas		 $ 522,364.39
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Rents	Oil & Gas		 $ 29,766,660.00
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalties	Gas	Flash Gas	 $ 232,078.36
Federal Offshore	2006	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Royalties	Gas	Processed (Residue) Gas	 $ 83,601,340.64
