Year	Company	Type	Government Reported	Company Reported	Variance Dollars	Variance Percent
2016	QEP Resources, Inc.	Royalties	72485760	did not participate	N/A	N/A
2016	QEP Resources, Inc.	Rents	371788	did not participate	N/A	N/A
2016	QEP Resources, Inc.	Bonus	0	did not participate	N/A	N/A
2016	QEP Resources, Inc.	Other Revenue	-3267324	did not participate	N/A	N/A
2016	QEP Resources, Inc.	Offshore Inspection Fee	0	did not participate	N/A	N/A
2016	QEP Resources, Inc.	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	QEP Resources, Inc.	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	QEP Resources, Inc.	Permit Fees	1443170	did not participate	N/A	N/A
2016	QEP Resources, Inc.	Renewables	0	did not participate	N/A	N/A
2016	QEP Resources, Inc.	AML Fees	0	did not participate	N/A	N/A
2016	QEP Resources, Inc.	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	QEP Resources, Inc.	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	Red Willow Offshore, LLC	Royalties	482510	482510	0	0
2016	Red Willow Offshore, LLC	Rents	0	0	0	0
2016	Red Willow Offshore, LLC	Bonus	0	0	0	0
2016	Red Willow Offshore, LLC	Other Revenue	0	0	0	0
2016	Red Willow Offshore, LLC	Offshore Inspection Fee	0	0	0	0
2016	Red Willow Offshore, LLC	ONRR Civil Penalties	0	0	0	0
2016	Red Willow Offshore, LLC	Bonus & 1st Year Rental	0	0	0	0
2016	Red Willow Offshore, LLC	Permit Fees	0	0	0	0
2016	Red Willow Offshore, LLC	Renewables	0	0	0	0
2016	Red Willow Offshore, LLC	AML Fees	0	0	0	0
2016	Red Willow Offshore, LLC	OSMRE Civil Penalties	0	0	0	0
2016	Red Willow Offshore, LLC	Corporate Income Tax	N/A	N/A	N/A	N/A
2016	Shell E&P Company	Royalties	535415811	478190688	57225123	10.69
2016	Shell E&P Company	Rents	24771195	24755972	15223	0.06
2016	Shell E&P Company	Bonus	37887325	37887325	0	0
2016	Shell E&P Company	Other Revenue	455533	442974	12559	2.76
2016	Shell E&P Company	Offshore Inspection Fee	2898700	2898700	0	0
2016	Shell E&P Company	ONRR Civil Penalties	0	0	0	0
2016	Shell E&P Company	Bonus & 1st Year Rental	0	0	0	0
2016	Shell E&P Company	Permit Fees	0	0	0	0
2016	Shell E&P Company	Renewables	0	0	0	0
2016	Shell E&P Company	AML Fees	0	0	0	0
2016	Shell E&P Company	OSMRE Civil Penalties	0	0	0	0
2016	Shell E&P Company	Corporate Income Tax	-239325651	-242478106	3152455	1.32
2016	Statoil	Royalties	58944352	58629414	314938	0.53
2016	Statoil	Rents	7454512	7532317	-77805	1.04
2016	Statoil	Bonus	69413541	69413541	0	0
2016	Statoil	Other Revenue	-3492933	-3449925	-43008	1.23
2016	Statoil	Offshore Inspection Fee	419487	427841	-8354	1.99
2016	Statoil	ONRR Civil Penalties	0	0	0	0
2016	Statoil	Bonus & 1st Year Rental	0	0	0	0
2016	Statoil	Permit Fees	78450	78450	0	0
2016	Statoil	Renewables	0	0	0	0
2016	Statoil	AML Fees	0	0	0	0
2016	Statoil	OSMRE Civil Penalties	0	0	0	0
2016	Statoil	Corporate Income Tax	0	0	0	0
2016	Stone Energy Corporation	Royalties	46672034	46672041	-7	0
2016	Stone Energy Corporation	Rents	1701632	1701632	0	0
2016	Stone Energy Corporation	Bonus	1555555	1555555	0	0
2016	Stone Energy Corporation	Other Revenue	753862	753862	0	0
2016	Stone Energy Corporation	Offshore Inspection Fee	1047000	1047000	0	0
2016	Stone Energy Corporation	ONRR Civil Penalties	40000	40000	0	0
2016	Stone Energy Corporation	Bonus & 1st Year Rental	0	0	0	0
2016	Stone Energy Corporation	Permit Fees	0	0	0	0
2016	Stone Energy Corporation	Renewables	0	0	0	0
2016	Stone Energy Corporation	AML Fees	0	0	0	0
2016	Stone Energy Corporation	OSMRE Civil Penalties	0	0	0	0
2016	Stone Energy Corporation	Corporate Income Tax	N/A	-7187950	NaN	N/A
2016	Talos Energy LLC	Royalties	49277016	did not participate	N/A	N/A
2016	Talos Energy LLC	Rents	1778409	did not participate	N/A	N/A
2016	Talos Energy LLC	Bonus	2184870	did not participate	N/A	N/A
2016	Talos Energy LLC	Other Revenue	-983805	did not participate	N/A	N/A
2016	Talos Energy LLC	Offshore Inspection Fee	1771300	did not participate	N/A	N/A
2016	Talos Energy LLC	ONRR Civil Penalties	0	did not participate	N/A	N/A
2016	Talos Energy LLC	Bonus & 1st Year Rental	0	did not participate	N/A	N/A
2016	Talos Energy LLC	Permit Fees	0	did not participate	N/A	N/A
2016	Talos Energy LLC	Renewables	0	did not participate	N/A	N/A
2016	Talos Energy LLC	AML Fees	0	did not participate	N/A	N/A
2016	Talos Energy LLC	OSMRE Civil Penalties	0	did not participate	N/A	N/A
2016	Talos Energy LLC	Corporate Income Tax	N/A	did not participate	N/A	N/A
2016	Ultra Resources Inc.	Royalties	107727673	99204910	8522763	7.91
2016	Ultra Resources Inc.	Rents	6006	9908	-3902	64.97
2016	Ultra Resources Inc.	Bonus	0	0	0	0
2016	Ultra Resources Inc.	Other Revenue	76907	45690	31217	40.59
2016	Ultra Resources Inc.	Offshore Inspection Fee	0	0	0	0
2016	Ultra Resources Inc.	ONRR Civil Penalties	0	0	0	0
2016	Ultra Resources Inc.	Bonus & 1st Year Rental	0	0	0	0
2016	Ultra Resources Inc.	Permit Fees	1094310	1074810	19500	1.78
2016	Ultra Resources Inc.	Renewables	0	0	0	0
2016	Ultra Resources Inc.	AML Fees	0	0	0	0
2016	Ultra Resources Inc.	OSMRE Civil Penalties	0	0	0	0
2016	Ultra Resources Inc.	Corporate Income Tax	N/A	0	NaN	N/A
2016	W&T Offshore, Inc. 	Royalties	64564832	64564832	0	0
2016	W&T Offshore, Inc. 	Rents	1394703	1394703	0	0
2016	W&T Offshore, Inc. 	Bonus	284000	284000	0	0
2016	W&T Offshore, Inc. 	Other Revenue	-4968640	-4968640	0	0
2016	W&T Offshore, Inc. 	Offshore Inspection Fee	4344700	4344700	0	0
2016	W&T Offshore, Inc. 	ONRR Civil Penalties	170000	170000	0	0
2016	W&T Offshore, Inc. 	Bonus & 1st Year Rental	0	0	0	0
2016	W&T Offshore, Inc. 	Permit Fees	0	0	0	0
2016	W&T Offshore, Inc. 	Renewables	0	0	0	0
2016	W&T Offshore, Inc. 	AML Fees	0	0	0	0
2016	W&T Offshore, Inc. 	OSMRE Civil Penalties	0	0	0	0
2016	W&T Offshore, Inc. 	Corporate Income Tax	0	-60532	60532	100
2016	WPX Energy, Inc. 	Royalties	68730517	68895241	-164724	0.24
2016	WPX Energy, Inc. 	Rents	261419	261419	0	0
2016	WPX Energy, Inc. 	Bonus	0	0	0	0
2016	WPX Energy, Inc. 	Other Revenue	-366662	-365796	-866	0.24
2016	WPX Energy, Inc. 	Offshore Inspection Fee	0	0	0	0
2016	WPX Energy, Inc. 	ONRR Civil Penalties	0	0	0	0
2016	WPX Energy, Inc. 	Bonus & 1st Year Rental	0	0	0	0
2016	WPX Energy, Inc. 	Permit Fees	1109150	1101000	8150	0.73
2016	WPX Energy, Inc. 	Renewables	0	0	0	0
2016	WPX Energy, Inc. 	AML Fees	0	0	0	0
2016	WPX Energy, Inc. 	OSMRE Civil Penalties	0	0	0	0
2016	WPX Energy, Inc. 	Corporate Income Tax	N/A	-11000000	NaN	N/A
