Land Category	Calendar Year	Ofshore Region	Planning Area	Offshore Area	Protraction	Volume Type	Commodity	Product	 Sales Volumes 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalty	Oil	Oil (bbl)	  8,556,492.25 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Gas	Fuel Gas (mcf)	  121,296.96 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Gas	Processed (Residue) Gas (mcf)	  12,160,510.53 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  4,821,287.58 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	NGL	Gas Plant Products (gal)	  13,685,466.00 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Oil	Condensate (bbl)	  48,865.06 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  11.61 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalty	Oil	Oil (bbl)	  3,948,916.87 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Gas	Fuel Gas (mcf)	  239,933.00 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Gas	Processed (Residue) Gas (mcf)	  6,926,042.44 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  6,100,242.14 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	NGL	Gas Plant Products (gal)	  12,270,127.25 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Oil	Condensate (bbl)	  12,575.82 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  858.13 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalty	Oil	Oil (bbl)	  3,029,421.96 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Gas	Flash Gas (mcf)	  96,171.74 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Gas	Fuel Gas (mcf)	  598,470.00 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Gas	Processed (Residue) Gas (mcf)	  5,827,625.76 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  23,668,137.93 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Geothermal	Geothermal - Commercially Demineralized H2O (cgal)	  16,451.00 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Geothermal	Geothermal - Direct Utilization, Other (cgal)	  16,451.00 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	NGL	Gas Plant Products (gal)	  4,132,833.39 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Oil	Condensate (bbl)	  267,242.26 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  51,954.50 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Oil	Inlet Scrubber (bbl)	  8.31 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalty	Oil	Oil (bbl)	  2,712,118.49 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Gas	Flash Gas (mcf)	  214,136.23 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Gas	Fuel Gas (mcf)	  939,767.23 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Gas	Processed (Residue) Gas (mcf)	  121,472,980.25 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  86,697,412.45 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	NGL	Gas Plant Products (gal)	  135,060,932.80 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Oil	Condensate (bbl)	  3,248,989.59 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  218,474.66 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Oil	Inlet Scrubber (bbl)	  (0.28)
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalty	Oil	Oil (bbl)	  21,215,730.77 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Gas	Flash Gas (mcf)	  42,730.55 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Gas	Processed (Residue) Gas (mcf)	  25,667,056.65 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  20,223,695.11 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	NGL	Gas Plant Products (gal)	  40,354,516.44 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Oil	Condensate (bbl)	  1,918,010.53 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  48,958.07 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Oil	Inlet Scrubber (bbl)	  265.99 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalty	Oil	Oil (bbl)	  7,796,946.24 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Gas	Flash Gas (mcf)	  115,021.85 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Gas	Fuel Gas (mcf)	  1,194,293.20 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Gas	Processed (Residue) Gas (mcf)	  14,971,207.25 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  81,333,070.21 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	NGL	Gas Plant Products (gal)	  22,253,342.22 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Oil	Condensate (bbl)	  1,752,850.92 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,264.67 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalty	Oil	Oil (bbl)	  3,173,508.81 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Gas	Flash Gas (mcf)	  24,263.45 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Gas	Processed (Residue) Gas (mcf)	  14,227,156.26 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  24,728,329.53 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	NGL	Gas Plant Products (gal)	  10,507,758.14 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Oil	Condensate (bbl)	  1,836,375.79 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  8,017.10 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalty	Oil	Oil (bbl)	  4,500,173.40 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Gas	Processed (Residue) Gas (mcf)	  164,730,159.39 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  62,765,720.44 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	NGL	Gas Plant Products (gal)	  264,821,275.59 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Oil	Condensate (bbl)	  255,286.49 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  32,628.79 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Oil	Inlet Scrubber (bbl)	  949.40 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalty	Oil	Oil (bbl)	  30,534,888.38 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Gas	Flash Gas (mcf)	  300,517.16 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Gas	Fuel Gas (mcf)	  204,294.47 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Gas	Processed (Residue) Gas (mcf)	  118,182,980.33 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  130,209,925.77 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	NGL	Gas Plant Products (gal)	  132,779,191.74 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Oil	Condensate (bbl)	  1,296,199.30 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  26,165.58 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalty	Oil	Oil (bbl)	  2,078,483.91 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Gas	Flash Gas (mcf)	  15,229.15 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Gas	Processed (Residue) Gas (mcf)	  11,405,082.42 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  58,890,250.16 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	NGL	Gas Plant Products (gal)	  10,985,438.18 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Oil	Condensate (bbl)	  193,959.26 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,572.54 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalty	Oil	Oil (bbl)	  1,266,002.91 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Gas	Flash Gas (mcf)	  61,669.65 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Gas	Processed (Residue) Gas (mcf)	  18,439,166.05 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  28,731,752.74 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	NGL	Gas Plant Products (gal)	  16,875,844.32 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Oil	Condensate (bbl)	  164,370.66 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,411.18 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalty	Oil	Oil (bbl)	  9,823.25 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Flash Gas (mcf)	  40,236.00 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Fuel Gas (mcf)	  3,275,989.18 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Gas Lost - Flared or Vented (mcf)	  40,447.52 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Processed (Residue) Gas (mcf)	  48,229,495.65 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  11,702,733.04 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	NGL	Gas Plant Products (gal)	  39,666,175.30 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Oil	Condensate (bbl)	  500,267.01 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  8,031.88 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Oil	Inlet Scrubber (bbl)	  303.62 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalty	Oil	Oil (bbl)	  13,668,462.03 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Gas	Fuel Gas (mcf)	  202.41 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Gas	Processed (Residue) Gas (mcf)	  1,704,431.97 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  5,855,213.44 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	NGL	Gas Plant Products (gal)	  2,385,409.35 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Oil	Condensate (bbl)	  90,787.50 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  8,419.31 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Oil	Inlet Scrubber (bbl)	  67.20 
Federal Offshore	2004	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalty	Oil	Oil (bbl)	  1,029,029.84 
Federal Offshore	2004	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	Gas	Flash Gas (mcf)	  7,962.00 
Federal Offshore	2004	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	Gas	Processed (Residue) Gas (mcf)	  11,818,289.73 
Federal Offshore	2004	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  745,921.00 
Federal Offshore	2004	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	NGL	Gas Plant Products (gal)	  1,115,574.17 
Federal Offshore	2004	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	Oil	Condensate (bbl)	  19,949.17 
Federal Offshore	2004	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  356.93 
Federal Offshore	2004	Gulf of Mexico	Eastern Gulf of Mexico	Pensacola	NH16-05	Royalty	Gas	Processed (Residue) Gas (mcf)	  8,673.93 
Federal Offshore	2004	Gulf of Mexico	Eastern Gulf of Mexico	Pensacola	NH16-05	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  255,581.62 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalty	Gas	Processed (Residue) Gas (mcf)	  19,805,069.79 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  8,672.54 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalty	NGL	Gas Plant Products (gal)	  18,939,381.38 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalty	Oil	Oil (bbl)	  5,545,973.98 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalty	Gas	Flash Gas (mcf)	  5,186.01 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalty	Gas	Processed (Residue) Gas (mcf)	  2,404,128.66 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  44,356,858.60 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalty	NGL	Gas Plant Products (gal)	  2,326,176.35 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalty	Oil	Condensate (bbl)	  30,810.46 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,484.99 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalty	Oil	Oil (bbl)	  13,703.34 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalty	Gas	Flash Gas (mcf)	  5,885.14 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalty	Gas	Processed (Residue) Gas (mcf)	  6,493,933.99 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  41,127,714.03 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalty	NGL	Gas Plant Products (gal)	  5,115,512.75 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalty	Oil	Condensate (bbl)	  40,023.45 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  3,210.24 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalty	Oil	Oil (bbl)	  35,064.08 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalty	Gas	Flash Gas (mcf)	  34,661.86 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalty	Gas	Processed (Residue) Gas (mcf)	  91,926,036.08 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  209,578,845.86 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalty	NGL	Gas Plant Products (gal)	  80,277,281.75 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalty	Oil	Condensate (bbl)	  3,130,380.92 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  16,688.91 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalty	Oil	Oil (bbl)	  27,189,884.24 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Gas	Flash Gas (mcf)	  78,758.17 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Gas	Processed (Residue) Gas (mcf)	  26,402,899.08 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  16,980,325.00 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	NGL	Gas Plant Products (gal)	  26,517,605.01 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Oil	Condensate (bbl)	  135,159.90 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  1,561.50 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalty	Oil	Oil (bbl)	  2,199,463.34 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  2,243,917.00 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalty	Oil	Condensate (bbl)	  10,479.38 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  22.71 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Flash Gas (mcf)	  277,395.21 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Processed (Residue) Gas (mcf)	  141,150,933.05 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  90,389,340.10 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	NGL	Gas Plant Products (gal)	  189,933,211.45 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Condensate (bbl)	  4,005,499.86 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Drip or Scrubber Condensate (bbl)	  123,865.58 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Inlet Scrubber (bbl)	  83.66 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalty	Oil	Oil (bbl)	  33,106,600.81 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Gas	Flash Gas (mcf)	  7,636.81 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Gas	Processed (Residue) Gas (mcf)	  5,539,311.20 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  15,247,470.18 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	NGL	Gas Plant Products (gal)	  11,315,875.27 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Oil	Condensate (bbl)	  186,478.43 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalty	Oil	Oil (bbl)	  29,737.63 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Gas	Flash Gas (mcf)	  16,225.03 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Gas	Processed (Residue) Gas (mcf)	  15,885,234.13 
Federal Offshore	2004	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalty	Gas	Unprocessed (Wet) Gas (mcf)	  46,327,978.03 
