Land Category	FY	Offshore Region	Offshore Planning Area	BOEM Block Name	BOEM Protraction	Revenue Type	Mineral Lease Type	Commodity	Product	Total
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$18,361,004.58
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$23,639,406.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$27,316,995.20
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$27,487,673.09
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$30,237,504.71
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$33,992,246.97
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$36,644,221.24
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$36,984,131.69
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$37,395,695.99
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$47,389,524.11
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$60,461,812.04
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$63,028,703.12
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalties	Oil & Gas	NGL	Gas Plant Products	$15,302.53
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	NGL	Gas Plant Products	$38,079.80
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalties	Oil & Gas	NGL	Gas Plant Products	$41,929.36
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	NGL	Gas Plant Products	$404,993.82
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	NGL	Gas Plant Products	$721,366.48
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	NGL	Gas Plant Products	$838,054.54
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	NGL	Gas Plant Products	$1,019,235.58
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	NGL	Gas Plant Products	$1,264,385.17
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	NGL	Gas Plant Products	$1,266,445.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	NGL	Gas Plant Products	$1,282,462.56
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	NGL	Gas Plant Products	$1,473,674.78
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	NGL	Gas Plant Products	$2,002,786.83
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	NGL	Gas Plant Products	$2,256,082.81
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	NGL	Gas Plant Products	$2,580,332.27
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	NGL	Gas Plant Products	$2,816,700.82
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	NGL	Gas Plant Products	$2,942,731.78
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	NGL	Gas Plant Products	$3,300,401.61
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	NGL	Gas Plant Products	$3,643,608.93
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	NGL	Gas Plant Products	$3,833,524.40
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	NGL	Gas Plant Products	$4,593,254.72
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	NGL	Gas Plant Products	$4,904,985.21
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil & Gas	NGL	Gas Plant Products	$5,265,700.83
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	NGL	Gas Plant Products	$5,525,152.16
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	NGL	Gas Plant Products	$5,670,351.12
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	NGL	Gas Plant Products	$5,830,703.72
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil & Gas	NGL	Gas Plant Products	$6,474,296.89
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	NGL	Gas Plant Products	$7,013,538.89
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	NGL	Gas Plant Products	$7,302,497.81
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	NGL	Gas Plant Products	$7,431,062.11
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	NGL	Gas Plant Products	$9,559,433.56
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	NGL	Gas Plant Products	$11,477,932.07
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	NGL	Gas Plant Products	$12,628,061.76
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil & Gas	NGL	Gas Plant Products	$30,244,403.30
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	NGL	Gas Plant Products	$34,164,951.23
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	NGL	Gas Plant Products	$69,387,965.80
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	Oil	Condensate	$5,550.66
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalties	Oil & Gas	Oil	Condensate	$7,902.85
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil & Gas	Oil	Condensate	$12,322.09
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Oil	Condensate	$20,708.98
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalties	Oil & Gas	Oil	Condensate	$134,702.55
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Oil	Condensate	$814,088.56
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Oil	Condensate	$2,149,599.23
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil & Gas	Oil	Condensate	$2,460,989.87
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Oil	Condensate	$2,564,701.08
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Oil	Condensate	$3,736,607.32
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil & Gas	Oil	Condensate	$4,444,494.17
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Oil	Condensate	$5,497,125.22
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Oil	Condensate	$5,689,397.43
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Oil	Condensate	$6,352,066.49
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Oil	Condensate	$7,001,758.87
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	Oil	Condensate	$7,832,559.90
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Oil	Condensate	$8,139,933.89
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	Oil	Condensate	$8,547,583.51
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Oil	Condensate	$8,818,678.66
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Oil	Condensate	$8,867,903.66
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Oil	Condensate	$10,322,577.72
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Oil	Condensate	$10,593,381.27
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Oil	Condensate	$11,762,951.34
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Oil	Condensate	$13,147,121.07
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Oil	Condensate	$13,620,044.98
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Oil	Condensate	$14,137,498.28
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Oil	Condensate	$14,621,898.56
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Oil	Condensate	$16,173,803.16
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Oil	Condensate	$17,060,118.40
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Oil	Condensate	$26,868,026.36
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Oil	Condensate	$29,208,808.83
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Oil	Condensate	$29,556,215.34
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Oil	Condensate	$31,034,423.64
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Oil	Condensate	$39,035,143.48
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	($27,409.70)
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$0.26
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$63.70
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$777.25
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$961.10
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$3,530.66
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$17,030.11
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$19,498.59
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$25,655.79
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$26,767.19
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$42,638.38
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$63,321.68
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$66,108.58
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$104,396.10
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$111,011.55
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$114,707.43
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$116,809.10
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$206,564.17
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$233,160.51
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$244,149.79
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$246,496.30
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$274,266.84
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$285,875.35
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$367,254.49
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$389,086.47
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Viosca Knoll	NH16-07	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$534,218.76
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$608,452.03
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$717,940.11
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$1,049,477.20
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$1,168,970.57
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$1,541,722.12
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ewing Bank	NH15-12	Royalties	Oil & Gas	Oil	Inlet Scrubber	($14.35)
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Oil	Inlet Scrubber	$0.05
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$9.09
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier and Bay Marchand Areas	LA6	Royalties	Oil & Gas	Oil	Inlet Scrubber	$16.86
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Oil	Inlet Scrubber	$17.33
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$59.71
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$236.13
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Green Canyon	NG15-03	Royalties	Oil & Gas	Oil	Inlet Scrubber	$798.13
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Oil	Inlet Scrubber	$1,574.42
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Oil	Inlet Scrubber	$1,630.71
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area, South Addition	LA4A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$2,122.22
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area	LA5	Royalties	Oil & Gas	Oil	Inlet Scrubber	$3,621.54
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area	LA10	Royalties	Oil & Gas	Oil	Inlet Scrubber	$3,688.26
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$4,206.33
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Oil	Inlet Scrubber	$7,888.44
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Oil	Inlet Scrubber	$10,259.06
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$10,331.02
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Oil & Gas	Oil	Inlet Scrubber	$25,338.70
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Oil	Inlet Scrubber	$29,717.74
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mississippi Canyon	NH16-10	Royalties	Oil & Gas	Oil	Inlet Scrubber	$57,426.39
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico			Royalties	Oil & Gas	Oil	Oil	($530,495.60)
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Chandeleur Area	LA11	Royalties	Oil & Gas	Oil	Oil	$1,763.98
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil & Gas	Oil	Oil	$2,923.51
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, West Addition	LA1A	Royalties	Oil & Gas	Oil	Oil	$770,178.36
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	Oil	Oil	$2,762,391.75
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area	LA2	Royalties	Oil & Gas	Oil	Oil	$4,159,088.66
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Bay Marchand Area	LA6C	Royalties	Oil & Gas	Oil	Oil	$5,035,775.84
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Breton Sound Area	LA10B	Royalties	Oil & Gas	Oil	Oil	$5,231,562.77
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area, South Addition	LA8A	Royalties	Oil & Gas	Oil	Oil	$9,732,316.94
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area, South Addition	LA7A	Royalties	Oil & Gas	Oil	Oil	$9,946,817.99
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area, South Addition	LA1B	Royalties	Oil & Gas	Oil	Oil	$12,374,920.85
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area	LA6	Royalties	Oil & Gas	Oil	Oil	$13,487,113.00
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Atwater Valley	NG16-01	Royalties	Oil & Gas	Oil	Oil	$21,134,390.54
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Cameron Area	LA1	Royalties	Oil & Gas	Oil	Oil	$22,691,030.73
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, North Addition	LA3D	Royalties	Oil & Gas	Oil	Oil	$23,745,751.93
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Timbalier Area, South Addition	LA6A	Royalties	Oil & Gas	Oil	Oil	$25,522,849.82
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area	LA9	Royalties	Oil & Gas	Oil	Oil	$28,491,453.67
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pelto Area	LA6B	Royalties	Oil & Gas	Oil	Oil	$32,491,913.06
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Pass Area, South and East Addition	LA9A	Royalties	Oil & Gas	Oil	Oil	$38,400,609.31
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area	LA3	Royalties	Oil & Gas	Oil	Oil	$41,331,174.21
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area	LA3A	Royalties	Oil & Gas	Oil	Oil	$46,880,688.37
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Ship Shoal Area, South Addition	LA5A	Royalties	Oil & Gas	Oil	Oil	$47,404,015.36
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	East Cameron Area, South Addition	LA2A	Royalties	Oil & Gas	Oil	Oil	$50,084,303.69
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Vermilion Area, South Addition	LA3B	Royalties	Oil & Gas	Oil	Oil	$57,918,093.97
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Grand Isle Area	LA7	Royalties	Oil & Gas	Oil	Oil	$65,474,958.72
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	South Marsh Island Area, South Addition	LA3C	Royalties	Oil & Gas	Oil	Oil	$85,080,949.74
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	West Delta Area	LA8	Royalties	Oil & Gas	Oil	Oil	$87,565,853.62
Fed Offshore	2008	Gulf of Mexico	Central Gulf of Mexico	Eugene Island Area	LA4	Royalties	Oil & Gas	Oil	Oil	$104,280,575.23
