Land Category	FY	Offshore Region	Offshore Planning Area	BOEM Block Name	BOEM Protraction	Revenue Type	Mineral Lease Type	Commodity	Product	Total
Fed Offshore	2014	Gulf of Mexico	Central Gulf of Mexico	Mobile	NH16-04	Royalties	Oil & Gas	Sulfur	Sulfur	$433.33
Fed Offshore	2014	Gulf of Mexico	Central Gulf of Mexico	Main Pass Area, South and East Addition	LA10A	Royalties	Sulfur	Sodium	Salt	$2,171.80
Fed Offshore	2014	Gulf of Mexico	Easement			Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$3,110.20
Fed Offshore	2014	Gulf of Mexico	Easement			Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$236,750.61
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Other Revenues	Oil & Gas	Oil	Oil	($28,226.01)
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($635,366.37)
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	Pensacola	NH16-05	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($1,515.01)
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	Destin Dome	NH16-08	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$205.66
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	Lloyd Ridge	NG16-02	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$2,218.60
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	Destin Dome	NH16-08	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$8,616.32
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	Pensacola	NH16-05	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$15,054.90
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	Apalachicola	NH16-09	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$25,848.96
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	Lloyd Ridge	NG16-02	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$622,080.00
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$2,084,368.00
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$2,370,395.26
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$1,934,575.03
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	Lloyd Ridge	NG16-02	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$4,585,258.43
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	Oil & Gas	NGL	Gas Plant Products	$1,037,491.17
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	Oil & Gas	Oil	Condensate	$8,619.69
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	Lloyd Ridge	NG16-02	Royalties	Oil & Gas	Oil	Condensate	$13,961.85
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$21,180.40
Fed Offshore	2014	Gulf of Mexico	Eastern Gulf of Mexico	De Soto Canyon	NH16-11	Royalties	Oil & Gas	Oil	Oil	$4,997,488.55
Fed Offshore	2014	Gulf of Mexico	Right of Way			Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$796.88
Fed Offshore	2014	Gulf of Mexico	Right of Way			Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$392,622.83
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$43,650.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$149,673.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$150,500.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$523,325.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$1,745,640.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$2,536,732.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$33,418,248.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Bonus	Oil & Gas	Oil & Gas (Non-Royalty)		$82,905,428.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Other Revenues	Oil & Gas	Gas	Processed (Residue) Gas	($1,073.20)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Other Revenues	Oil & Gas	Gas	Processed (Residue) Gas	$278.51
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Other Revenues	Oil & Gas	Gas	Processed (Residue) Gas	$12,040.31
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Other Revenues	Oil & Gas	Gas	Unprocessed (Wet) Gas	($12,034.08)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Other Revenues	Oil & Gas	Gas	Unprocessed (Wet) Gas	($495.50)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Other Revenues	Oil & Gas	NGL	Gas Plant Products	($182,513.42)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Other Revenues	Oil & Gas	NGL	Gas Plant Products	($130,134.83)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Other Revenues	Oil & Gas	NGL	Gas Plant Products	($36,520.98)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Other Revenues	Oil & Gas	NGL	Gas Plant Products	$16,932.40
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Other Revenues	Oil & Gas	NGL	Gas Plant Products	$96,845.79
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Other Revenues	Oil & Gas	NGL	Gas Plant Products	$382,171.12
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Other Revenues	Oil & Gas	Oil	Condensate	($374.88)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Other Revenues	Oil & Gas	Oil	Condensate	($106.51)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Other Revenues	Oil & Gas	Oil	Condensate	$398.78
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Other Revenues	Oil & Gas	Oil	Condensate	$220,668.99
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Other Revenues	Oil & Gas	Oil	Fuel Oil	($163,943.28)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Other Revenues	Oil & Gas	Oil	Oil	($2,453.49)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Other Revenues	Oil & Gas	Oil	Oil	($1,758.35)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Other Revenues	Oil & Gas	Oil	Oil	($12.45)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Other Revenues	Oil & Gas	Oil	Oil	$168.50
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Other Revenues	Oil & Gas	Oil	Oil	$1,435.24
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Other Revenues	Oil & Gas	Oil	Oil	$6,176.78
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Other Revenues	Oil & Gas	Oil	Oil	$14,476.92
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Other Revenues	Oil & Gas	Oil	Oil	$15,236.19
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Other Revenues	Oil & Gas	Oil	Oil	$121,333.36
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($359,079.60)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($231,973.77)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($155,043.25)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($116,239.68)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area	TX2	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($44,202.50)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		($367.91)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area, East Addition	TX2A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$694.02
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$3,716.13
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$70,340.62
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	South Padre Island Area	TX1	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$78,583.09
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$98,945.29
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$113,971.28
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$133,290.41
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$161,913.75
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$225,096.32
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$450,587.82
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$552,186.02
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$604,961.76
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$1,296,156.50
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Other Revenues	Oil & Gas	Oil & Gas (Non-Royalty)		$1,749,378.50
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area, East Addition	TX2A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		($36,000.00)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	TX8	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$7,504.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$40,320.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	West Cameron Area, South Addition	LA1B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$70,000.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$81,242.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$96,506.97
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$167,649.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$192,960.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$201,600.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$315,695.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Sigsbee Escarpment	NG15-08	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$366,728.50
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Port Isabel	NG14-06	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$774,099.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$10,743,840.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$19,153,162.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Keathley Canyon	NG15-05	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$19,872,000.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Rents	Oil & Gas	Oil & Gas (Non-Royalty)		$23,696,095.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	Oil & Gas	Gas	Flash Gas	$776.83
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Oil & Gas	Gas	Flash Gas	$1,477.62
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Oil & Gas	Gas	Flash Gas	$1,571.07
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalties	Oil & Gas	Gas	Flash Gas	$2,008.68
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalties	Oil & Gas	Gas	Flash Gas	$4,278.88
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Oil & Gas	Gas	Flash Gas	$4,318.91
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Oil & Gas	Gas	Flash Gas	$38,223.92
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Royalties	Oil & Gas	Gas	Flash Gas	$60,546.50
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil & Gas	Gas	Flash Gas	$63,978.90
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Royalties	Oil & Gas	Gas	Fuel Gas	$11,554.84
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil & Gas	Gas	Fuel Gas	$57,560.87
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	($6,230,942.62)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	($62,102.67)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$7,719.25
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$17,876.46
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$185,451.08
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$251,996.50
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$343,755.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$574,430.27
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$1,205,969.96
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$1,791,190.74
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$1,917,076.08
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$3,595,207.87
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$3,877,780.62
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$6,682,448.54
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil & Gas	Gas	Processed (Residue) Gas	$42,781,163.57
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$97,341.68
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$134,865.17
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$252,815.97
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$320,451.61
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area	TX2	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$351,523.01
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$382,509.34
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area, East Addition	TX2A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$826,903.97
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$1,107,004.22
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$1,329,193.22
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$1,338,951.06
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$1,553,109.68
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$1,667,362.23
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$2,097,463.29
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$4,371,049.96
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$6,071,460.86
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Oil & Gas	Gas	Unprocessed (Wet) Gas	$11,861,177.42
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Oil & Gas	NGL	Gas Plant Products	$15,842.88
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalties	Oil & Gas	NGL	Gas Plant Products	$31,610.00
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Oil & Gas	NGL	Gas Plant Products	$48,130.87
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	NGL	Gas Plant Products	$82,140.12
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Oil & Gas	NGL	Gas Plant Products	$97,304.28
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	Oil & Gas	NGL	Gas Plant Products	$174,722.76
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Oil & Gas	NGL	Gas Plant Products	$306,730.59
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Oil & Gas	NGL	Gas Plant Products	$428,647.85
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	Oil & Gas	NGL	Gas Plant Products	$477,396.30
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Oil & Gas	NGL	Gas Plant Products	$555,360.56
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalties	Oil & Gas	NGL	Gas Plant Products	$611,384.33
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Oil & Gas	NGL	Gas Plant Products	$988,994.68
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Royalties	Oil & Gas	NGL	Gas Plant Products	$1,825,793.99
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil & Gas	NGL	Gas Plant Products	$23,924,597.02
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	East Breaks	NG15-01	Royalties	Oil & Gas	Oil	Condensate	($10,905,512.68)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	North Padre Island Area, East Addition	TX2A	Royalties	Oil & Gas	Oil	Condensate	$1,658.74
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area	TX5	Royalties	Oil & Gas	Oil	Condensate	$14,377.27
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area	TX3	Royalties	Oil & Gas	Oil	Condensate	$23,137.17
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area, South Addition	TX6A	Royalties	Oil & Gas	Oil	Condensate	$55,816.31
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Sabine Pass Area	LA12	Royalties	Oil & Gas	Oil	Condensate	$60,239.28
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Mustang Island Area, East Addition	TX3A	Royalties	Oil & Gas	Oil	Condensate	$135,489.09
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	Oil & Gas	Oil	Condensate	$137,157.84
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition	TX7A	Royalties	Oil & Gas	Oil	Condensate	$225,184.93
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Brazos Area, South Addition	TX5B	Royalties	Oil & Gas	Oil	Condensate	$375,778.70
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Matagorda Island Area	TX4	Royalties	Oil & Gas	Oil	Condensate	$456,156.92
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Galveston Area	TX6	Royalties	Oil & Gas	Oil	Condensate	$978,892.49
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area	TX7	Royalties	Oil & Gas	Oil	Condensate	$1,493,087.40
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Oil & Gas	Oil	Condensate	$2,705,148.21
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, South Addition	TX7B	Royalties	Oil & Gas	Oil	Condensate	$8,229,479.41
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Garden Banks	NG15-02	Royalties	Oil & Gas	Oil	Condensate	$260,283,779.38
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	Alaminos Canyon	NG15-04	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	($8,411.61)
Fed Offshore	2014	Gulf of Mexico	Western Gulf of Mexico	High Island Area, East Addition, South Extension	TX7C	Royalties	Oil & Gas	Oil	Drip or Scrubber Condensate	$1,266.31
