year	volume	commodity	region	series_id	units
2006	1736.56508	Wood and wood-derived fuels	NC	ELEC.GEN.WWW-NC-99.A	thousand megawatthours
2015	339.10490000000004	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2014	347.58621999999997	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2013	342.58298	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2012	350.8875	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2011	389.99792999999994	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2010	398.8103	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2009	409.68537	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2008	418.11706000000004	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2007	399.3784	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2006	410.09268000000003	Wood and wood-derived fuels	OH	ELEC.GEN.WWW-OH-99.A	thousand megawatthours
2015	225.07831000000002	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2014	246.70453999999998	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2013	218.31348	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2012	269.01644999999996	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2011	226.72450999999998	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2010	254.82891000000004	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2009	68.06366000000001	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2008	23.005589999999998	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2007	276.13313999999997	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2006	297.28281	Wood and wood-derived fuels	OK	ELEC.GEN.WWW-OK-99.A	thousand megawatthours
2015	733.2909300000001	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2014	802.52594	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2013	700.18235	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2012	600.11184	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2011	492.0988	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2010	631.94139	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2009	674.38085	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2008	717.1168700000001	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2007	842.5652499999999	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2006	798.7927700000001	Wood and wood-derived fuels	OR	ELEC.GEN.WWW-OR-99.A	thousand megawatthours
2015	511.5865099999999	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2014	549.07671	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2013	491.99764999999996	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2012	533.5847700000002	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2011	627.9351599999999	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2010	674.87802	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2009	694.24186	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2008	657.97572	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2007	619.56687	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2006	683.12989	Wood and wood-derived fuels	PA	ELEC.GEN.WWW-PA-99.A	thousand megawatthours
2015	2040.6143899999997	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2014	2243.6515700000004	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2013	2012.98754	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2012	1940.95262	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2011	1988.07416	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2010	1742.0668500000002	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2009	1610.7174	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2008	1696.0666600000002	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2007	1895.4317600000002	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2006	1804.38357	Wood and wood-derived fuels	SC	ELEC.GEN.WWW-SC-99.A	thousand megawatthours
2015	960.5221399999999	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2014	972.81017	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2013	958.01698	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2012	714.57653	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2011	930.45374	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2010	913.8561399999999	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2009	862.4210499999999	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2008	879.2932700000001	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2007	868.1097700000001	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2006	697.81879	Wood and wood-derived fuels	TN	ELEC.GEN.WWW-TN-99.A	thousand megawatthours
2015	1042.4223299999999	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2014	1074.78512	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2013	992.6939800000001	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2012	983.98409	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2011	928.2805000000001	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2010	900.07396	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2009	649.2980200000001	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2008	975.59919	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2007	914.16413	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2006	892.04409	Wood and wood-derived fuels	TX	ELEC.GEN.WWW-TX-99.A	thousand megawatthours
2015	429.42258999999996	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2014	429.21842	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2013	465.51340999999996	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2012	327.56148	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2011	372.24761	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2010	443.36560000000003	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2009	393.26629999999994	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2008	415.10287000000005	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2007	453.03779	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2006	439.22184999999996	Wood and wood-derived fuels	VT	ELEC.GEN.WWW-VT-99.A	thousand megawatthours
2015	3005.3927400000002	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2014	2754.79257	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2013	1946.2167200000001	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2012	1435.78973	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2011	1406.00275	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2010	1404.3044299999997	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2009	1708.31584	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2008	1916.28774	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2007	1792.32621	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2006	1780.04252	Wood and wood-derived fuels	VA	ELEC.GEN.WWW-VA-99.A	thousand megawatthours
2015	1589.85515	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2014	1526.5643799999998	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2013	1532.7343399999997	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2012	1374.8012999999999	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2011	1582.25048	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2010	1675.9151100000001	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2009	1305.16205	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2008	1113.07299	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2007	1116.38015	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2006	1281.1893499999999	Wood and wood-derived fuels	WA	ELEC.GEN.WWW-WA-99.A	thousand megawatthours
2012	-0.00105	Wood and wood-derived fuels	WV	ELEC.GEN.WWW-WV-99.A	thousand megawatthours
2011	0.23543000000000003	Wood and wood-derived fuels	WV	ELEC.GEN.WWW-WV-99.A	thousand megawatthours
2010	0	Wood and wood-derived fuels	WV	ELEC.GEN.WWW-WV-99.A	thousand megawatthours
2009	-0.6886700000000001	Wood and wood-derived fuels	WV	ELEC.GEN.WWW-WV-99.A	thousand megawatthours
2008	-0.38967000000000007	Wood and wood-derived fuels	WV	ELEC.GEN.WWW-WV-99.A	thousand megawatthours
2007	0	Wood and wood-derived fuels	WV	ELEC.GEN.WWW-WV-99.A	thousand megawatthours
2006	0	Wood and wood-derived fuels	WV	ELEC.GEN.WWW-WV-99.A	thousand megawatthours
2015	1122.34098	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
2014	1100.88116	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
2013	1149.7168700000002	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
2012	1148.87386	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
2011	1031.86809	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
2010	877.63179	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
2009	769.15594	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
2008	775.0402499999999	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
2007	785.0789500000001	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
2006	773.8627999999999	Wood and wood-derived fuels	WI	ELEC.GEN.WWW-WI-99.A	thousand megawatthours
