year	volume	commodity	region	units
2009	1393.98837	Conventional Hydroelectric	WI	MMWh
2008	1616.14196	Conventional Hydroelectric	WI	MMWh
2007	1516.08286	Conventional Hydroelectric	WI	MMWh
2006	1678.5982999999999	Conventional Hydroelectric	WI	MMWh
2015	860.9740400000001	Conventional Hydroelectric	WY	MMWh
2014	868.71015	Conventional Hydroelectric	WY	MMWh
2013	710.8781700000001	Conventional Hydroelectric	WY	MMWh
2012	893.47	Conventional Hydroelectric	WY	MMWh
2011	1223.73	Conventional Hydroelectric	WY	MMWh
2010	1023.887	Conventional Hydroelectric	WY	MMWh
2009	966.572	Conventional Hydroelectric	WY	MMWh
2008	835.2750000000001	Conventional Hydroelectric	WY	MMWh
2007	729.424	Conventional Hydroelectric	WY	MMWh
2006	843.3159999999999	Conventional Hydroelectric	WY	MMWh
