Fiscal Year,Land Category,Land Class,State,County,FIPS Code,Offshore Region,Product, Volume 
2003,Onshore,Mixed Exploratory,WY,Uinta County,56041,,Oil (bbl), 418 
2003,Onshore,Mixed Exploratory,WY,Uinta County,56041,,Gas (mcf)," 17,288 "
2003,Onshore,Native American,,,,,Cinders (tons)," 9,263 "
2003,Onshore,Native American,,,,,Coal (tons)," 30,767,577 "
2003,Onshore,Native American,,,,,Coal-Bituminous-Raw (tons)," 4,225 "
2003,Onshore,Native American,,,,,Copper Concentrate (tons)," 66,764 "
2003,Onshore,Native American,,,,,Gas (mcf)," 383,022,458 "
2003,Onshore,Native American,,,,,"Geothermal - Electrical Generation, Kilowatt Hours"," 994,983 "
2003,Onshore,Native American,,,,,Gypsum (tons)," 657,123 "
2003,Onshore,Native American,,,,,Oil (bbl)," 11,276,860 "
2003,Onshore,Native American,,,,,Sand/Gravel (tons)," 7,671,287 "
2003,Onshore,Native American,,,,,Sand/Gravel-Cubic Yards (cyd)," 269,568 "
2004,Offshore,Federal,,,,Offshore Alaska,Oil (bbl)," 4,176,537 "
2004,Offshore,Federal,,,,Offshore Alaska,Gas (mcf)," 15,116,252 "
2004,Offshore,Federal,,,,Offshore Gulf,Oil (bbl)," 548,309,610 "
2004,Offshore,Federal,,,,Offshore Gulf,Gas (mcf)," 4,166,600,396 "
2004,Offshore,Federal,,,,Offshore Pacific,Oil (bbl)," 28,014,619 "
2004,Offshore,Federal,,,,Offshore Pacific,Gas (mcf)," 54,813,081 "
2004,Offshore,Federal,LA,Central Gulf of Mexico,,,Salt (tons)," 35,114 "
2004,Onshore,Federal,AK,Kenai Peninsula Borough,02122,,Oil (bbl)," 424,402 "
2004,Onshore,Federal,AK,Kenai Peninsula Borough,02122,,Gas (mcf)," 49,363,734 "
2004,Onshore,Federal,AK,North Slope Borough,02185,,Oil (bbl)," 3,801 "
2004,Onshore,Federal,AL,Baldwin County,01003,,Oil (bbl), 13 
2004,Onshore,Federal,AL,Baldwin County,01003,,Gas (mcf)," 67,663 "
2004,Onshore,Federal,AL,Bibb County,01007,,Clay (tons)," 43,811 "
2004,Onshore,Federal,AL,Choctaw County,01023,,Oil (bbl), 111 
2004,Onshore,Federal,AL,Covington County,01039,,Oil (bbl)," 177,324 "
2004,Onshore,Federal,AL,Escambia County,01053,,Gas (mcf)," 2,421 "
2004,Onshore,Federal,AL,Escambia County,01053,,Oil (bbl)," 17,613 "
2004,Onshore,Federal,AL,Fayette County,01057,,Gas (mcf)," 4,311 "
2004,Onshore,Federal,AL,Lamar County,01075,,Oil (bbl)," 1,718 "
2004,Onshore,Federal,AL,Lamar County,01075,,Gas (mcf)," 3,720 "
2004,Onshore,Federal,AL,Mobile County,01097,,Oil (bbl)," 5,908 "
2004,Onshore,Federal,AL,Mobile County,01097,,Gas (mcf)," 34,229,825 "
2004,Onshore,Federal,AL,Tuscaloosa County,01125,,Gas (mcf)," 694,007 "
2004,Onshore,Federal,AR,Columbia County,05027,,Oil (bbl), 66 
2004,Onshore,Federal,AR,Columbia County,05027,,Gas (mcf)," 7,974 "
2004,Onshore,Federal,AR,Conway County,05029,,Gas (mcf)," 2,126 "
2004,Onshore,Federal,AR,Crawford County,05033,,Gas (mcf)," 124,133 "
2004,Onshore,Federal,AR,Franklin County,05047,,Gas (mcf)," 277,574 "
2004,Onshore,Federal,AR,Johnson County,05071,,Gas (mcf)," 907,682 "
2004,Onshore,Federal,AR,Logan County,05083,,Gas (mcf)," 192,220 "
2004,Onshore,Federal,AR,Montgomery County,05097,,Quartz Crystal (tickets/pounds)," 6,862 "
2004,Onshore,Federal,AR,Pope County,05115,,Gas (mcf)," 24,689 "
2004,Onshore,Federal,AR,Sebastian County,05131,,Gas (mcf)," 4,777,420 "
2004,Onshore,Federal,AR,Sharp County,05135,,Gas (mcf)," 38,033 "
2004,Onshore,Federal,AR,Yell County,05149,,Gas (mcf)," 1,173,529 "
2004,Onshore,Federal,AZ,Maricopa County,04013,,Salt (tons), 369 
2004,Onshore,Federal,CA,Contra Costa County,06013,,Gas (mcf)," 1,388 "
2004,Onshore,Federal,CA,Fresno County,06019,,Oil (bbl)," 38,785 "
2004,Onshore,Federal,CA,Fresno County,06019,,Gas (mcf)," 630,810 "
2004,Onshore,Federal,CA,Glenn County,06021,,Gas (mcf)," 11,192 "
2004,Onshore,Federal,CA,Imperial County,06025,,"Geothermal - Electrical Generation, Other"," 208,746 "
2004,Onshore,Federal,CA,Imperial County,06025,,"Geothermal - Electrical Generation, Kilowatt Hours"," 404,248,822 "
2004,Onshore,Federal,CA,Inyo County,06027,,"Geothermal - Electrical Generation, Kilowatt Hours"," 566,634,396 "
2004,Onshore,Federal,CA,Kern County,06029,,Gas (mcf)," 1,387,000 "
2004,Onshore,Federal,CA,Kern County,06029,,Oil (bbl)," 13,027,468 "
2004,Onshore,Federal,CA,Kings County,06031,,Oil (bbl)," 31,026 "
2004,Onshore,Federal,CA,Kings County,06031,,Gas (mcf)," 144,765 "
2004,Onshore,Federal,CA,Lake County,06033,,"Geothermal - Electrical Generation, Thousands of Pounds"," 23,651,611 "
2004,Onshore,Federal,CA,Lassen County,06035,,"Geothermal - Direct Utilization, Millions of BTUs"," 208,479 "
2004,Onshore,Federal,CA,Los Angeles County,06037,,Gas (mcf)," 143,226 "
2004,Onshore,Federal,CA,Los Angeles County,06037,,Oil (bbl)," 588,469 "
2004,Onshore,Federal,CA,Mono County,06051,,"Geothermal - Electrical Generation, Kilowatt Hours"," 88,340,087 "
2004,Onshore,Federal,CA,Monterey County,06053,,Gas (mcf)," 1,385 "
2004,Onshore,Federal,CA,Monterey County,06053,,Oil (bbl)," 4,513 "
2004,Onshore,Federal,CA,Sacramento County,06067,,Oil (bbl)," 4,056 "
2004,Onshore,Federal,CA,Sacramento County,06067,,Gas (mcf)," 3,721,860 "
2004,Onshore,Federal,CA,San Benito County,06069,,Gas (mcf), 71 
2004,Onshore,Federal,CA,San Benito County,06069,,Oil (bbl)," 2,515 "
2004,Onshore,Federal,CA,San Bernardino County,06071,,Borax-Pentahydrate (tons)," 9,319 "
2004,Onshore,Federal,CA,San Bernardino County,06071,,Sodium Bi-Carbonate (tons)," 9,585 "
2004,Onshore,Federal,CA,San Bernardino County,06071,,Borax-Decahydrate (tons)," 10,065 "
2004,Onshore,Federal,CA,San Bernardino County,06071,,Boric Acid (tons)," 15,514 "
2004,Onshore,Federal,CA,San Bernardino County,06071,,Salt (tons)," 64,222 "
2004,Onshore,Federal,CA,San Bernardino County,06071,,Anhydrous Sodium Sulfate (tons)," 169,019 "
2004,Onshore,Federal,CA,San Bernardino County,06071,,Soda Ash (tons)," 815,347 "
2004,Onshore,Federal,CA,San Joaquin County,06077,,Gas (mcf)," 4,763 "
2004,Onshore,Federal,CA,San Luis Obispo County,06079,,Gas (mcf)," 3,071 "
2004,Onshore,Federal,CA,San Luis Obispo County,06079,,Oil (bbl)," 16,586 "
2004,Onshore,Federal,CA,Santa Barbara County,06083,,Oil (bbl)," 102,605 "
2004,Onshore,Federal,CA,Santa Barbara County,06083,,Gas (mcf)," 285,987 "
2004,Onshore,Federal,CA,Solano County,06095,,Oil (bbl)," 17,843 "
2004,Onshore,Federal,CA,Solano County,06095,,Gas (mcf)," 15,532,472 "
2004,Onshore,Federal,CA,Sonoma County,06097,,"Geothermal - Electrical Generation, Thousands of Pounds"," 28,803,456 "
2004,Onshore,Federal,CA,Ventura County,06111,,Oil (bbl)," 308,488 "
2004,Onshore,Federal,CA,Ventura County,06111,,Gas (mcf)," 729,120 "
2004,Onshore,Federal,CO,Arapahoe County,08005,,Gas (mcf), 40 
2004,Onshore,Federal,CO,Arapahoe County,08005,,Oil (bbl), 40 
2004,Onshore,Federal,CO,Archuleta County,08007,,Gas (mcf)," 3,369,981 "
2004,Onshore,Federal,CO,Baca County,08009,,Oil (bbl)," 40,665 "
2004,Onshore,Federal,CO,Baca County,08009,,Gas (mcf)," 99,996 "
2004,Onshore,Federal,CO,Bent County,08011,,Oil (bbl), 21 
2004,Onshore,Federal,CO,Bent County,08011,,Gas (mcf)," 46,486 "
2004,Onshore,Federal,CO,Broomfield County,08014,,Gas (mcf), 8 
2004,Onshore,Federal,CO,Cheyenne County,08017,,Oil (bbl)," 38,227 "
2004,Onshore,Federal,CO,Cheyenne County,08017,,Gas (mcf)," 225,299 "
2004,Onshore,Federal,CO,Delta County,08029,,Oil (bbl), 109 
2004,Onshore,Federal,CO,Delta County,08029,,Gas (mcf)," 59,549 "
2004,Onshore,Federal,CO,Delta County,08029,,Coal (tons)," 3,552,242 "
2004,Onshore,Federal,CO,Dolores County,08033,,Oil (bbl)," 36,674 "
2004,Onshore,Federal,CO,Dolores County,08033,,Gas (mcf)," 122,767,618 "
2004,Onshore,Federal,CO,Fremont County,08043,,Oil (bbl), 71 
2004,Onshore,Federal,CO,Garfield County,08045,,Oil (bbl)," 201,019 "
2004,Onshore,Federal,CO,Garfield County,08045,,Coal (tons)," 301,416 "
2004,Onshore,Federal,CO,Garfield County,08045,,Gas (mcf)," 58,552,232 "
2004,Onshore,Federal,CO,Gunnison County,08051,,Oil (bbl), 57 
2004,Onshore,Federal,CO,Gunnison County,08051,,Gas (mcf)," 54,021 "
2004,Onshore,Federal,CO,Gunnison County,08051,,Coal (tons)," 7,043,753 "
2004,Onshore,Federal,CO,Huerfano County,08055,,Gas (mcf)," 13,019,153 "
2004,Onshore,Federal,CO,Jackson County,08057,,Oil (bbl)," 105,612 "
2004,Onshore,Federal,CO,Jackson County,08057,,Gas (mcf)," 920,895 "
2004,Onshore,Federal,CO,Kiowa County,08061,,Oil (bbl)," 5,315 "
2004,Onshore,Federal,CO,Kiowa County,08061,,Gas (mcf)," 11,766 "
2004,Onshore,Federal,CO,Kit Carson County,08063,,Gas (mcf), 28 
2004,Onshore,Federal,CO,Kit Carson County,08063,,Oil (bbl), 30 
2004,Onshore,Federal,CO,La Plata County,08067,,Oil (bbl), 52 
2004,Onshore,Federal,CO,La Plata County,08067,,Coal (tons)," 413,410 "
2004,Onshore,Federal,CO,La Plata County,08067,,Gas (mcf)," 13,656,119 "
2004,Onshore,Federal,CO,Larimer County,08069,,Gas (mcf), 348 
2004,Onshore,Federal,CO,Larimer County,08069,,Oil (bbl)," 1,298 "
2004,Onshore,Federal,CO,Las Animas County,08071,,Gas (mcf)," 2,601,457 "
2004,Onshore,Federal,CO,Logan County,08075,,Gas (mcf)," 1,440 "
2004,Onshore,Federal,CO,Logan County,08075,,Oil (bbl)," 2,469 "
2004,Onshore,Federal,CO,Mesa County,08077,,Oil (bbl)," 2,243 "
2004,Onshore,Federal,CO,Mesa County,08077,,Gas (mcf)," 5,388,685 "
2004,Onshore,Federal,CO,Moffat County,08081,,Oil (bbl)," 246,398 "
2004,Onshore,Federal,CO,Moffat County,08081,,Coal (tons)," 7,294,117 "
2004,Onshore,Federal,CO,Moffat County,08081,,Gas (mcf)," 17,467,500 "
2004,Onshore,Federal,CO,Montezuma County,08083,,Oil (bbl)," 272,774 "
2004,Onshore,Federal,CO,Montezuma County,08083,,Gas (mcf)," 125,238,107 "
2004,Onshore,Federal,CO,Morgan County,08087,,Oil (bbl)," 1,067 "
2004,Onshore,Federal,CO,Morgan County,08087,,Gas (mcf)," 4,342 "
2004,Onshore,Federal,CO,Prowers County,08099,,Gas (mcf)," 11,958 "
2004,Onshore,Federal,CO,Rio Blanco County,08103,,Carbon Dioxide (tons), 121 
2004,Onshore,Federal,CO,Rio Blanco County,08103,,Sodium Bi-Carbonate (tons)," 156,416 "
2004,Onshore,Federal,CO,Rio Blanco County,08103,,Soda Ash (tons)," 263,164 "
2004,Onshore,Federal,CO,Rio Blanco County,08103,,Coal (tons)," 2,553,325 "
2004,Onshore,Federal,CO,Rio Blanco County,08103,,Oil (bbl)," 2,901,060 "
2004,Onshore,Federal,CO,Rio Blanco County,08103,,Gas (mcf)," 49,567,521 "
2004,Onshore,Federal,CO,Routt County,08107,,Oil (bbl)," 13,376 "
2004,Onshore,Federal,CO,Routt County,08107,,Gas (mcf)," 14,571 "
2004,Onshore,Federal,CO,Routt County,08107,,Coal (tons)," 726,877 "
2004,Onshore,Federal,CO,San Miguel County,08113,,Oil (bbl)," 27,147 "
2004,Onshore,Federal,CO,San Miguel County,08113,,Gas (mcf)," 20,079,824 "
2004,Onshore,Federal,CO,Washington County,08121,,Oil (bbl)," 12,807 "
2004,Onshore,Federal,CO,Washington County,08121,,Gas (mcf)," 99,755 "
2004,Onshore,Federal,CO,Weld County,08123,,Oil (bbl)," 126,500 "
2004,Onshore,Federal,CO,Weld County,08123,,Gas (mcf)," 2,524,838 "
2004,Onshore,Federal,CO,Yuma County,08125,,Gas (mcf)," 809,282 "
2004,Onshore,Federal,FL,Polk County,12105,,Phosphate Raw Ore (tons)," 9,714 "
2004,Onshore,Federal,FL,Santa Rosa County,12113,,Oil (bbl), 13 
2004,Onshore,Federal,ID,Caribou County,16029,,Phosphate Raw Ore (tons)," 4,307,788 "
2004,Onshore,Federal,ID,Clearwater County,16035,,Gold (oz), 19 
2004,Onshore,Federal,IL,Clinton County,17027,,Oil (bbl)," 24,388 "
2004,Onshore,Federal,IL,Franklin County,17055,,Gas (mcf)," 7,331 "
2004,Onshore,Federal,IL,Franklin County,17055,,Oil (bbl)," 13,740 "
2004,Onshore,Federal,KS,Comanche County,20033,,Oil (bbl), 5 
2004,Onshore,Federal,KS,Comanche County,20033,,Gas (mcf)," 8,963 "
2004,Onshore,Federal,KS,Ellsworth County,20053,,Gas (mcf)," 23,184 "
2004,Onshore,Federal,KS,Finney County,20055,,Oil (bbl)," 22,374 "
2004,Onshore,Federal,KS,Finney County,20055,,Gas (mcf)," 1,780,366 "
2004,Onshore,Federal,KS,Gove County,20063,,Oil (bbl)," 1,978 "
2004,Onshore,Federal,KS,Grant County,20067,,Gas (mcf)," 196,187 "
2004,Onshore,Federal,KS,Hamilton County,20075,,Gas (mcf)," 69,167 "
2004,Onshore,Federal,KS,Haskell County,20081,,Oil (bbl)," 28,740 "
2004,Onshore,Federal,KS,Haskell County,20081,,Gas (mcf)," 521,842 "
2004,Onshore,Federal,KS,Kearny County,20093,,Oil (bbl)," 20,222 "
2004,Onshore,Federal,KS,Kearny County,20093,,Gas (mcf)," 3,063,007 "
2004,Onshore,Federal,KS,Lane County,20101,,Oil (bbl)," 5,687 "
2004,Onshore,Federal,KS,Meade County,20119,,Oil (bbl), 6 
2004,Onshore,Federal,KS,Meade County,20119,,Gas (mcf)," 12,202 "
2004,Onshore,Federal,KS,Morton County,20129,,Oil (bbl)," 30,729 "
2004,Onshore,Federal,KS,Morton County,20129,,Gas (mcf)," 4,331,337 "
2004,Onshore,Federal,KS,Seward County,20175,,Oil (bbl), 337 
2004,Onshore,Federal,KS,Seward County,20175,,Gas (mcf)," 220,990 "
2004,Onshore,Federal,KS,Stanton County,20187,,Gas (mcf)," 54,372 "
2004,Onshore,Federal,KS,Stevens County,20189,,Oil (bbl), 4 
2004,Onshore,Federal,KS,Stevens County,20189,,Gas (mcf)," 482,032 "
2004,Onshore,Federal,KS,Trego County,20195,,Oil (bbl)," 2,499 "
2004,Onshore,Federal,KY,Clay County,21051,,Gas (mcf)," 45,819 "
2004,Onshore,Federal,KY,Floyd County,21071,,Gas (mcf)," 15,049 "
2004,Onshore,Federal,KY,Henderson County,21101,,Oil (bbl)," 10,924 "
2004,Onshore,Federal,KY,Lawrence County,21127,,Gas (mcf)," 2,272 "
2004,Onshore,Federal,KY,Leslie County,21131,,Oil (bbl), 480 
2004,Onshore,Federal,KY,Leslie County,21131,,Gas (mcf)," 93,731 "
2004,Onshore,Federal,KY,Letcher County,21133,,Gas (mcf), 645 
2004,Onshore,Federal,KY,McCreary County,21147,,Gas (mcf), 959 
2004,Onshore,Federal,KY,Pike County,21195,,Gas (mcf)," 41,598 "
2004,Onshore,Federal,KY,Whitley County,21235,,Gas (mcf)," 17,379 "
2004,Onshore,Federal,LA,Beauregard Parish,22011,,Oil (bbl), 113 
2004,Onshore,Federal,LA,Beauregard Parish,22011,,Gas (mcf), 594 
2004,Onshore,Federal,LA,Bienville Parish,22013,,Oil (bbl), 41 
2004,Onshore,Federal,LA,Bienville Parish,22013,,Gas (mcf)," 39,375 "
2004,Onshore,Federal,LA,Bossier Parish,22015,,Oil (bbl)," 46,673 "
2004,Onshore,Federal,LA,Bossier Parish,22015,,Gas (mcf)," 11,077,350 "
2004,Onshore,Federal,LA,Caddo Parish,22017,,Oil (bbl)," 8,822 "
2004,Onshore,Federal,LA,Caddo Parish,22017,,Gas (mcf)," 59,821 "
2004,Onshore,Federal,LA,Calcasieu Parish,22019,,Oil (bbl), 165 
2004,Onshore,Federal,LA,Calcasieu Parish,22019,,Gas (mcf)," 19,105 "
2004,Onshore,Federal,LA,Cameron Parish,22023,,Oil (bbl), 149 
2004,Onshore,Federal,LA,Cameron Parish,22023,,Gas (mcf)," 6,194 "
2004,Onshore,Federal,LA,Claiborne Parish,22027,,Oil (bbl)," 33,228 "
2004,Onshore,Federal,LA,Claiborne Parish,22027,,Gas (mcf)," 225,566 "
2004,Onshore,Federal,LA,De Soto Parish,22031,,Gas (mcf)," 31,909 "
2004,Onshore,Federal,LA,East Baton Rouge Parish,22033,,Oil (bbl)," 11,341 "
2004,Onshore,Federal,LA,East Baton Rouge Parish,22033,,Gas (mcf)," 118,124 "
2004,Onshore,Federal,LA,La Salle Parish,22059,,Gas (mcf), 465 
2004,Onshore,Federal,LA,La Salle Parish,22059,,Oil (bbl), 785 
2004,Onshore,Federal,LA,Lafourche Parish,22057,,Oil (bbl)," 1,493 "
2004,Onshore,Federal,LA,Lafourche Parish,22057,,Gas (mcf)," 1,569 "
2004,Onshore,Federal,LA,Lincoln Parish,22061,,Oil (bbl), 408 
2004,Onshore,Federal,LA,Lincoln Parish,22061,,Gas (mcf)," 19,384 "
2004,Onshore,Federal,LA,Morehouse Parish,22067,,Gas (mcf)," 1,460 "
2004,Onshore,Federal,LA,Natchitoches Parish,22069,,Oil (bbl), 475 
2004,Onshore,Federal,LA,Natchitoches Parish,22069,,Gas (mcf)," 14,113 "
2004,Onshore,Federal,LA,Ouachita Parish,22073,,Gas (mcf), 687 
2004,Onshore,Federal,LA,Plaquemines Parish,22075,,Oil (bbl)," 316,826 "
2004,Onshore,Federal,LA,Plaquemines Parish,22075,,Gas (mcf)," 3,691,921 "
2004,Onshore,Federal,LA,Rapides Parish,22079,,Oil (bbl)," 37,534 "
2004,Onshore,Federal,LA,Rapides Parish,22079,,Gas (mcf)," 90,244 "
2004,Onshore,Federal,LA,South Pass,22721,,Oil (bbl)," 25,535 "
2004,Onshore,Federal,LA,South Pass,22721,,Gas (mcf)," 25,915 "
2004,Onshore,Federal,LA,St. Martin Parish,22099,,Oil (bbl)," 1,194 "
2004,Onshore,Federal,LA,St. Martin Parish,22099,,Gas (mcf)," 1,855 "
2004,Onshore,Federal,LA,Terrebonne Parish,22109,,Oil (bbl), 706 
2004,Onshore,Federal,LA,Terrebonne Parish,22109,,Gas (mcf)," 179,629 "
2004,Onshore,Federal,LA,Union Parish,22111,,Gas (mcf)," 5,476 "
2004,Onshore,Federal,LA,Vermilion Parish,22113,,Gas (mcf), 414 
2004,Onshore,Federal,LA,Vermilion Parish,22113,,Oil (bbl)," 8,438 "
2004,Onshore,Federal,LA,Vernon Parish,22115,,Oil (bbl)," 29,857 "
2004,Onshore,Federal,LA,Vernon Parish,22115,,Gas (mcf)," 91,595 "
2004,Onshore,Federal,LA,Webster Parish,22119,,Oil (bbl)," 5,139 "
2004,Onshore,Federal,LA,Webster Parish,22119,,Gas (mcf)," 45,782 "
2004,Onshore,Federal,LA,West Delta,22719,,Oil (bbl), 487 
2004,Onshore,Federal,LA,West Delta,22719,,Gas (mcf)," 19,265 "
2004,Onshore,Federal,LA,Winn Parish,22127,,Oil (bbl)," 3,543 "
2004,Onshore,Federal,LA,Winn Parish,22127,,Gas (mcf)," 127,197 "
2004,Onshore,Federal,MI,Alcona County,26001,,Gas (mcf)," 5,911 "
2004,Onshore,Federal,MI,Allegan County,26005,,Oil (bbl), 188 
2004,Onshore,Federal,MI,Clare County,26035,,Oil (bbl)," 1,677 "
2004,Onshore,Federal,MI,Clare County,26035,,Gas (mcf)," 92,949 "
2004,Onshore,Federal,MI,Crawford County,26039,,Gas (mcf)," 163,648 "
2004,Onshore,Federal,MI,Grand Traverse County,26055,,Gas (mcf)," 14,468 "
2004,Onshore,Federal,MI,Kalkaska County,26079,,Oil (bbl)," 3,466 "
2004,Onshore,Federal,MI,Kalkaska County,26079,,Gas (mcf)," 81,381 "
2004,Onshore,Federal,MI,Lake County,26085,,Oil (bbl), 127 
2004,Onshore,Federal,MI,Lake County,26085,,Gas (mcf)," 56,953 "
2004,Onshore,Federal,MI,Montmorency County,26119,,Gas (mcf)," 1,028,647 "
2004,Onshore,Federal,MI,Oscoda County,26135,,Oil (bbl)," 10,240 "
2004,Onshore,Federal,MI,Oscoda County,26135,,Gas (mcf)," 1,265,962 "
2004,Onshore,Federal,MI,Otsego County,26137,,Gas (mcf)," 18,385 "
2004,Onshore,Federal,MI,Roscommon County,26143,,Oil (bbl)," 5,812 "
2004,Onshore,Federal,MI,Roscommon County,26143,,Gas (mcf)," 12,928 "
2004,Onshore,Federal,MO,Crawford County,29055,,Lead Concentrate (tons), 192 
2004,Onshore,Federal,MO,Crawford County,29055,,Copper Concentrate (tons), 302 
2004,Onshore,Federal,MO,Dent County,29065,,Copper Concentrate (tons), 611 
2004,Onshore,Federal,MO,Dent County,29065,,Zinc Concentrate (tons)," 6,620 "
2004,Onshore,Federal,MO,Dent County,29065,,Lead Concentrate (tons)," 31,056 "
2004,Onshore,Federal,MO,Iron County,29093,,Copper Concentrate (tons)," 9,663 "
2004,Onshore,Federal,MO,Iron County,29093,,Zinc Concentrate (tons)," 10,863 "
2004,Onshore,Federal,MO,Iron County,29093,,Lead Concentrate (tons)," 50,232 "
2004,Onshore,Federal,MO,Reynolds County,29179,,Copper Concentrate (tons)," 2,351 "
2004,Onshore,Federal,MO,Reynolds County,29179,,Zinc Concentrate (tons)," 50,044 "
2004,Onshore,Federal,MO,Reynolds County,29179,,Lead Concentrate (tons)," 179,748 "
2004,Onshore,Federal,MO,Washington County,29221,,Lead Concentrate (tons), 295 
2004,Onshore,Federal,MO,Washington County,29221,,Copper Concentrate (tons), 466 
2004,Onshore,Federal,MS,Adams County,28001,,Oil (bbl)," 20,057 "
2004,Onshore,Federal,MS,Chickasaw County,28017,,Gas (mcf)," 42,195 "
2004,Onshore,Federal,MS,Covington County,28031,,Oil (bbl), 399 
2004,Onshore,Federal,MS,Covington County,28031,,Gas (mcf), 564 
2004,Onshore,Federal,MS,Forrest County,28035,,Oil (bbl), 358 
2004,Onshore,Federal,MS,Forrest County,28035,,Gas (mcf)," 103,283 "
2004,Onshore,Federal,MS,Franklin County,28037,,Gas (mcf)," 15,386 "
2004,Onshore,Federal,MS,Franklin County,28037,,Oil (bbl)," 99,176 "
2004,Onshore,Federal,MS,Hancock County,28045,,Oil (bbl), 9 
2004,Onshore,Federal,MS,Hancock County,28045,,Gas (mcf), 23 
2004,Onshore,Federal,MS,Jasper County,28061,,Oil (bbl), 2 
2004,Onshore,Federal,MS,Jasper County,28061,,Gas (mcf)," 1,387 "
2004,Onshore,Federal,MS,Jefferson Davis County,28065,,Oil (bbl), 123 
2004,Onshore,Federal,MS,Jefferson Davis County,28065,,Gas (mcf)," 24,893 "
2004,Onshore,Federal,MS,Jones County,28067,,Oil (bbl)," 5,166 "
2004,Onshore,Federal,MS,Jones County,28067,,Gas (mcf)," 33,102 "
2004,Onshore,Federal,MS,Lamar County,28073,,Gas (mcf)," 2,313 "
2004,Onshore,Federal,MS,Lamar County,28073,,Oil (bbl)," 4,000 "
2004,Onshore,Federal,MS,Lawrence County,28077,,Oil (bbl), 6 
2004,Onshore,Federal,MS,Lawrence County,28077,,Gas (mcf), 703 
2004,Onshore,Federal,MS,Lowndes County,28087,,Gas (mcf)," 102,623 "
2004,Onshore,Federal,MS,Monroe County,28095,,Oil (bbl), 1 
2004,Onshore,Federal,MS,Monroe County,28095,,Gas (mcf)," 125,979 "
2004,Onshore,Federal,MS,Pearl River County,28109,,Oil (bbl)," 6,194 "
2004,Onshore,Federal,MS,Pearl River County,28109,,Gas (mcf)," 15,005 "
2004,Onshore,Federal,MS,Perry County,28111,,Gas (mcf)," 47,548 "
2004,Onshore,Federal,MS,Perry County,28111,,Oil (bbl)," 194,753 "
2004,Onshore,Federal,MS,Scott County,28123,,Oil (bbl)," 3,246 "
2004,Onshore,Federal,MS,Stone County,28131,,Gas (mcf)," 100,994 "
2004,Onshore,Federal,MS,Wayne County,28153,,Gas (mcf)," 21,239 "
2004,Onshore,Federal,MS,Wayne County,28153,,Oil (bbl)," 87,346 "
2004,Onshore,Federal,MS,Wilkinson County,28157,,Oil (bbl)," 12,278 "
2004,Onshore,Federal,MS,Wilkinson County,28157,,Gas (mcf)," 137,981 "
2004,Onshore,Federal,MT,Big Horn County,30003,,Gas (mcf)," 2,063,425 "
2004,Onshore,Federal,MT,Big Horn County,30003,,Coal (tons)," 14,883,650 "
2004,Onshore,Federal,MT,Blaine County,30005,,Oil (bbl)," 43,330 "
2004,Onshore,Federal,MT,Blaine County,30005,,Gas (mcf)," 3,120,307 "
2004,Onshore,Federal,MT,Carbon County,30009,,Oil (bbl)," 543,222 "
2004,Onshore,Federal,MT,Carbon County,30009,,Gas (mcf)," 1,290,826 "
2004,Onshore,Federal,MT,Carter County,30011,,Oil (bbl)," 21,524 "
2004,Onshore,Federal,MT,Chouteau County,30015,,Gas (mcf)," 378,522 "
2004,Onshore,Federal,MT,Custer County,30017,,Gas (mcf)," 46,860 "
2004,Onshore,Federal,MT,Dawson County,30021,,Gas (mcf)," 121,328 "
2004,Onshore,Federal,MT,Dawson County,30021,,Oil (bbl)," 359,778 "
2004,Onshore,Federal,MT,Fallon County,30025,,Oil (bbl)," 2,596,103 "
2004,Onshore,Federal,MT,Fallon County,30025,,Gas (mcf)," 6,612,246 "
2004,Onshore,Federal,MT,Fergus County,30027,,Gas (mcf)," 9,352 "
2004,Onshore,Federal,MT,Garfield County,30033,,Oil (bbl)," 3,689 "
2004,Onshore,Federal,MT,Glacier County,30035,,Oil (bbl)," 5,362 "
2004,Onshore,Federal,MT,Glacier County,30035,,Gas (mcf)," 11,974 "
2004,Onshore,Federal,MT,Hill County,30041,,Gas (mcf)," 608,910 "
2004,Onshore,Federal,MT,Liberty County,30051,,Oil (bbl)," 5,726 "
2004,Onshore,Federal,MT,Liberty County,30051,,Gas (mcf)," 245,940 "
2004,Onshore,Federal,MT,Musselshell County,30065,,Oil (bbl)," 5,795 "
2004,Onshore,Federal,MT,Petroleum County,30069,,Oil (bbl)," 15,420 "
2004,Onshore,Federal,MT,Phillips County,30071,,Gas (mcf)," 9,577,843 "
2004,Onshore,Federal,MT,Pondera County,30073,,Gas (mcf)," 10,349 "
2004,Onshore,Federal,MT,Powder River County,30075,,Oil (bbl)," 30,282 "
2004,Onshore,Federal,MT,Powder River County,30075,,Gas (mcf)," 30,513 "
2004,Onshore,Federal,MT,Prairie County,30079,,Gas (mcf)," 37,658 "
2004,Onshore,Federal,MT,Prairie County,30079,,Oil (bbl)," 169,281 "
2004,Onshore,Federal,MT,Richland County,30083,,Coal (tons)," 202,419 "
2004,Onshore,Federal,MT,Richland County,30083,,Gas (mcf)," 216,974 "
2004,Onshore,Federal,MT,Richland County,30083,,Oil (bbl)," 259,566 "
2004,Onshore,Federal,MT,Roosevelt County,30085,,Oil (bbl)," 5,457 "
2004,Onshore,Federal,MT,Roosevelt County,30085,,Gas (mcf)," 7,519 "
