Fiscal Year,Fund Type,Onshore/Offshore,State,County, Total 
2015,State,Onshore,CA,Siskiyou County," 69,485.57 "
2015,State,Onshore,CA,Sonoma County," 1,178,014.82 "
2015,State,Onshore,CA,," 58,312,285.38 "
2015,State,Onshore,CO,Gunnison County," 6,259.24 "
2015,State,Onshore,CO,," 123,854,763.05 "
2015,State,Onshore,FL,," 36,855.27 "
2015,State,Onshore,ID,Blaine County, 29.12 
2015,State,Onshore,ID,Camas County, 22.00 
2015,State,Onshore,ID,Canyon County, 545.53 
2015,State,Onshore,ID,Cassia County," 8,317.56 "
2015,State,Onshore,ID,Payette County," 18,097.31 "
2015,State,Onshore,ID,Washington County," 9,300.11 "
2015,State,Onshore,ID,," 6,934,831.94 "
2015,State,Onshore,IL,," 78,438.77 "
2015,State,Onshore,IN,," 5,403.01 "
2015,State,Onshore,KS,," 695,040.78 "
2015,State,Onshore,KY,," 72,699.52 "
2015,State,Onshore,LA,," 1,734,869.30 "
2015,State,Onshore,MI,," 216,504.06 "
2015,State,Onshore,MN,," 13,854.36 "
2015,State,Onshore,MS,," 754,049.98 "
2015,State,Onshore,MO,," 2,589,888.91 "
2015,State,Onshore,MT,," 33,984,475.53 "
2015,State,Onshore,NE,," 14,539.04 "
2015,State,Onshore,NV,Churchill County," 531,819.50 "
2015,State,Onshore,NV,Elko County," 27,161.97 "
2015,State,Onshore,NV,Esmeralda County," 44,689.84 "
2015,State,Onshore,NV,Eureka County," 14,582.53 "
2015,State,Onshore,NV,Humboldt County," 59,606.67 "
2015,State,Onshore,NV,Lander County," 194,372.30 "
2015,State,Onshore,NV,Lyon County," 8,267.00 "
2015,State,Onshore,NV,Mineral County," 87,876.64 "
2015,State,Onshore,NV,Nye County, 172.80 
2015,State,Onshore,NV,Pershing County," 40,745.16 "
2015,State,Onshore,NV,Washoe County," 47,821.23 "
2015,State,Onshore,NV,White Pine County, 933.56 
2015,State,Onshore,NV,," 4,922,434.91 "
2015,State,Onshore,NM,Dona Ana County," 8,274.87 "
2015,State,Onshore,NM,Hidalgo County," 4,041.99 "
2015,State,Onshore,NM,," 496,031,109.49 "
2015,State,Onshore,NC,, 109.85 
2015,State,Onshore,ND,," 47,164,776.69 "
2015,State,Onshore,OH,," 162,664.19 "
2015,State,Onshore,OK,," 4,850,761.05 "
2015,State,Onshore,OR,Deschutes County," 46,701.38 "
2015,State,Onshore,OR,Lake County," 16,427.62 "
2015,State,Onshore,OR,," 124,590.54 "
2015,State,Onshore,PA,," 35,842.17 "
2015,State,Onshore,SC,, 514.63 
2015,State,Onshore,SD,," 1,303,351.30 "
2015,State,Onshore,TX,," 6,211,317.65 "
2015,State,Onshore,UT,Beaver County," 140,069.51 "
2015,State,Onshore,UT,Iron County, 250.47 
2015,State,Onshore,UT,Juab County," 2,794.23 "
2015,State,Onshore,UT,Millard County," 26,261.59 "
2015,State,Onshore,UT,," 116,197,167.49 "
2015,State,Onshore,VA,," 48,958.82 "
2015,State,Onshore,WA,Whatcom County," 2,261.12 "
2015,State,Onshore,WA,," 4,049.41 "
2015,State,Onshore,WV,," 225,605.85 "
2015,State,Onshore,WY,," 885,980,925.49 "
2015,State - GoMESA,Offshore,AL,Baldwin County," 61,612.41 "
2015,State - GoMESA,Offshore,AL,Mobile County," 71,740.22 "
2015,State - GoMESA,Offshore,AL,," 533,410.48 "
2015,State - GoMESA,Offshore,LA,Assumption Parish," 5,356.73 "
2015,State - GoMESA,Offshore,LA,Calcasieu Parish," 7,497.63 "
2015,State - GoMESA,Offshore,LA,Cameron Parish," 8,432.10 "
2015,State - GoMESA,Offshore,LA,Iberia Parish," 7,200.31 "
2015,State - GoMESA,Offshore,LA,Jefferson Parish," 14,161.98 "
2015,State - GoMESA,Offshore,LA,Lafourche Parish," 8,319.53 "
2015,State - GoMESA,Offshore,LA,Livingston Parish," 7,532.76 "
2015,State - GoMESA,Offshore,LA,Orleans Parish," 12,573.04 "
2015,State - GoMESA,Offshore,LA,Plaquemines Parish," 16,903.67 "
2015,State - GoMESA,Offshore,LA,St. Bernard Parish," 9,484.98 "
2015,State - GoMESA,Offshore,LA,St. Charles Parish," 6,592.88 "
2015,State - GoMESA,Offshore,LA,St. James Parish," 5,504.60 "
2015,State - GoMESA,Offshore,LA,St. John the Baptist Parish," 6,087.90 "
2015,State - GoMESA,Offshore,LA,St. Martin Parish," 5,817.85 "
2015,State - GoMESA,Offshore,LA,St. Mary Parish," 5,964.74 "
2015,State - GoMESA,Offshore,LA,St. Tammany Parish," 10,468.25 "
2015,State - GoMESA,Offshore,LA,Tangipahoa Parish," 7,564.76 "
2015,State - GoMESA,Offshore,LA,Terrebonne Parish," 11,184.86 "
2015,State - GoMESA,Offshore,LA,Vermilion Parish," 6,697.22 "
2015,State - GoMESA,Offshore,LA,," 653,383.13 "
2015,State - GoMESA,Offshore,MS,Hancock County," 24,113.46 "
2015,State - GoMESA,Offshore,MS,Harrison County," 51,494.02 "
2015,State - GoMESA,Offshore,MS,Jackson County," 57,592.91 "
2015,State - GoMESA,Offshore,MS,," 532,801.53 "
2015,State - GoMESA,Offshore,TX,Aransas County," 2,290.95 "
2015,State - GoMESA,Offshore,TX,Brazoria County," 3,676.52 "
2015,State - GoMESA,Offshore,TX,Calhoun County," 3,007.50 "
2015,State - GoMESA,Offshore,TX,Cameron County," 3,482.69 "
2015,State - GoMESA,Offshore,TX,Chambers County," 2,048.08 "
2015,State - GoMESA,Offshore,TX,Galveston County," 4,925.68 "
2015,State - GoMESA,Offshore,TX,Harris County," 11,535.92 "
2015,State - GoMESA,Offshore,TX,Jackson County," 1,583.76 "
2015,State - GoMESA,Offshore,TX,Jefferson County," 3,942.48 "
2015,State - GoMESA,Offshore,TX,Kenedy County," 3,233.40 "
2015,State - GoMESA,Offshore,TX,Kleberg County," 2,339.31 "
2015,State - GoMESA,Offshore,TX,Matagorda County," 4,209.11 "
2015,State - GoMESA,Offshore,TX,Nueces County," 3,069.71 "
2015,State - GoMESA,Offshore,TX,Orange County," 2,252.48 "
2015,State - GoMESA,Offshore,TX,Refugio County," 1,498.70 "
2015,State - GoMESA,Offshore,TX,San Patricio County," 1,578.97 "
2015,State - GoMESA,Offshore,TX,Victoria County," 1,706.26 "
2015,State - GoMESA,Offshore,TX,Willacy County," 1,961.47 "
2015,State - GoMESA,Offshore,TX,," 233,372.09 "
2015,State 8(g),Offshore,AL,," 3,998,939.68 "
2015,State 8(g),Offshore,AK,," 1,957,767.13 "
2015,State 8(g),Offshore,CA,," 3,616,249.11 "
2015,State 8(g),Offshore,LA,," 11,925,900.48 "
2015,State 8(g),Offshore,MA,," 23,835.06 "
2015,State 8(g),Offshore,MS,," 94,763.62 "
2015,State 8(g),Offshore,RI,, 170.10 
2015,State 8(g),Offshore,TX,," 528,605.91 "
2015,U.S. Treasury,Offshore,,," 3,962,702,079.66 "
2015,U.S. Treasury,Onshore,,," 430,430,343.81 "
2015,U.S. Treasury - GoMESA,Offshore,,," 1,232,665.94 "
2016,American Indian Tribes,Onshore,,," 560,416,155.15 "
2016,Land & Water Conservation Fund,Offshore,,," 883,627,822.52 "
2016,Land & Water Conservation Fund - GoMESA,Offshore,,," 342,654.53 "
2016,Other,Offshore,,," 158,644,486.11 "
2016,Other,Onshore,,," 91,256,204.90 "
2016,Reclamation,Onshore,,," 1,009,078,894.56 "
2016,State,Onshore,AL,," 272,379.38 "
2016,State,Onshore,AK,," 12,194,958.10 "
2016,State,Onshore,AZ,," 55,271.38 "
2016,State,Onshore,AR,," 920,844.21 "
2016,State,Onshore,CA,Imperial County," 67,582.64 "
2016,State,Onshore,CA,Inyo County," 143,309.69 "
2016,State,Onshore,CA,Lake County," 656,127.13 "
2016,State,Onshore,CA,Lassen County," 13,133.56 "
2016,State,Onshore,CA,Mendocino County, 753.75 
2016,State,Onshore,CA,Mono County," 54,006.57 "
2016,State,Onshore,CA,Siskiyou County," 14,802.12 "
2016,State,Onshore,CA,Sonoma County," 926,916.32 "
2016,State,Onshore,CA,," 35,316,760.11 "
2016,State,Onshore,CO,Chaffee County," 1,677.60 "
2016,State,Onshore,CO,Gunnison County," 6,296.83 "
2016,State,Onshore,CO,," 83,887,389.90 "
2016,State,Onshore,FL,," 73,540.21 "
2016,State,Onshore,ID,Canyon County, 548.80 
2016,State,Onshore,ID,Cassia County," 8,261.10 "
2016,State,Onshore,ID,Payette County," 18,206.01 "
2016,State,Onshore,ID,Washington County," 9,296.76 "
2016,State,Onshore,ID,," 5,484,922.86 "
2016,State,Onshore,IL,," 277,233.78 "
2016,State,Onshore,IN,," 5,263.00 "
2016,State,Onshore,KS,," 453,748.01 "
2016,State,Onshore,KY,," 106,112.74 "
2016,State,Onshore,LA,," 904,498.03 "
2016,State,Onshore,MI,," 96,174.97 "
2016,State,Onshore,MN,," 12,504.63 "
2016,State,Onshore,MS,," 555,058.51 "
2016,State,Onshore,MO,," 1,808,750.81 "
2016,State,Onshore,MT,," 23,008,074.00 "
2016,State,Onshore,NE,," 8,554.21 "
2016,State,Onshore,NV,Churchill County," 439,998.67 "
2016,State,Onshore,NV,Elko County," 20,068.32 "
2016,State,Onshore,NV,Esmeralda County," 29,073.68 "
2016,State,Onshore,NV,Eureka County," 24,215.69 "
2016,State,Onshore,NV,Humboldt County," 50,483.47 "
2016,State,Onshore,NV,Lander County," 254,601.05 "
2016,State,Onshore,NV,Lyon County," 13,163.82 "
2016,State,Onshore,NV,Mineral County," 144,403.72 "
2016,State,Onshore,NV,Nye County, 160.80 
2016,State,Onshore,NV,Pershing County," 46,011.64 "
2016,State,Onshore,NV,Washoe County," 67,623.25 "
2016,State,Onshore,NV,White Pine County, 939.17 
2016,State,Onshore,NV,," 3,521,815.81 "
2016,State,Onshore,NM,Dona Ana County," 7,212.43 "
2016,State,Onshore,NM,Hidalgo County," 5,399.16 "
2016,State,Onshore,NM,," 368,603,571.83 "
2016,State,Onshore,NC,, 110.44 
2016,State,Onshore,ND,," 32,521,124.09 "
2016,State,Onshore,OH,," 71,846.40 "
2016,State,Onshore,OK,," 6,682,274.29 "
2016,State,Onshore,OR,Deschutes County," 37,905.98 "
2016,State,Onshore,OR,Lake County," 14,574.04 "
2016,State,Onshore,OR,," 106,888.62 "
2016,State,Onshore,PA,," 18,528.39 "
2016,State,Onshore,SC,, 775.89 
2016,State,Onshore,SD,," 306,901.22 "
2016,State,Onshore,TX,," 3,170,788.45 "
2016,State,Onshore,UT,Beaver County," 127,561.99 "
2016,State,Onshore,UT,Iron County, 172.61 
2016,State,Onshore,UT,Juab County, 663.30 
2016,State,Onshore,UT,Millard County," 22,087.54 "
2016,State,Onshore,UT,," 67,909,865.57 "
2016,State,Onshore,VA,," 23,235.41 "
2016,State,Onshore,WA,Whatcom County," 2,119.80 "
2016,State,Onshore,WA,," 4,331.32 "
2016,State,Onshore,WV,," 184,630.93 "
2016,State,Onshore,WY,," 664,312,371.44 "
2016,State - GoMESA,Offshore,AL,Baldwin County," 8,609.22 "
2016,State - GoMESA,Offshore,AL,Mobile County," 9,583.25 "
2016,State - GoMESA,Offshore,AL,," 72,581.37 "
2016,State - GoMESA,Offshore,LA,Assumption Parish, 659.83 
2016,State - GoMESA,Offshore,LA,Calcasieu Parish, 942.62 
2016,State - GoMESA,Offshore,LA,Cameron Parish," 1,068.30 "
2016,State - GoMESA,Offshore,LA,Iberia Parish, 911.19 
2016,State - GoMESA,Offshore,LA,Jefferson Parish," 1,790.97 "
2016,State - GoMESA,Offshore,LA,Lafourche Parish," 1,036.88 "
2016,State - GoMESA,Offshore,LA,Livingston Parish, 942.62 
2016,State - GoMESA,Offshore,LA,Orleans Parish," 1,571.03 "
2016,State - GoMESA,Offshore,LA,Plaquemines Parish," 2,136.59 "
2016,State - GoMESA,Offshore,LA,St. Bernard Parish," 1,193.98 "
2016,State - GoMESA,Offshore,LA,St. Charles Parish, 816.94 
2016,State - GoMESA,Offshore,LA,St. James Parish, 691.26 
2016,State - GoMESA,Offshore,LA,St. John the Baptist Parish, 754.09 
2016,State - GoMESA,Offshore,LA,St. Martin Parish, 722.67 
2016,State - GoMESA,Offshore,LA,St. Mary Parish, 754.09 
2016,State - GoMESA,Offshore,LA,St. Tammany Parish," 1,319.67 "
2016,State - GoMESA,Offshore,LA,Tangipahoa Parish, 942.62 
2016,State - GoMESA,Offshore,LA,Terrebonne Parish," 1,413.92 "
2016,State - GoMESA,Offshore,LA,Vermilion Parish, 848.35 
2016,State - GoMESA,Offshore,LA,," 82,196.05 "
2016,State - GoMESA,Offshore,MS,Hancock County," 3,047.79 "
2016,State - GoMESA,Offshore,MS,Harrison County," 6,504.05 "
2016,State - GoMESA,Offshore,MS,Jackson County," 7,258.14 "
2016,State - GoMESA,Offshore,MS,," 67,177.05 "
2016,State - GoMESA,Offshore,TX,Aransas County, 282.79 
2016,State - GoMESA,Offshore,TX,Brazoria County, 471.30 
2016,State - GoMESA,Offshore,TX,Calhoun County, 377.05 
2016,State - GoMESA,Offshore,TX,Cameron County, 439.89 
2016,State - GoMESA,Offshore,TX,Chambers County, 251.36 
2016,State - GoMESA,Offshore,TX,Galveston County, 628.41 
2016,State - GoMESA,Offshore,TX,Harris County," 1,445.35 "
2016,State - GoMESA,Offshore,TX,Jackson County, 188.52 
2016,State - GoMESA,Offshore,TX,Jefferson County, 502.73 
2016,State - GoMESA,Offshore,TX,Kenedy County, 408.47 
2016,State - GoMESA,Offshore,TX,Kleberg County, 282.79 
2016,State - GoMESA,Offshore,TX,Matagorda County, 534.15 
2016,State - GoMESA,Offshore,TX,Nueces County, 377.05 
2016,State - GoMESA,Offshore,TX,Orange County, 282.79 
2016,State - GoMESA,Offshore,TX,Refugio County, 188.52 
2016,State - GoMESA,Offshore,TX,San Patricio County, 188.52 
2016,State - GoMESA,Offshore,TX,Victoria County, 219.94 
2016,State - GoMESA,Offshore,TX,Willacy County, 251.36 
2016,State - GoMESA,Offshore,TX,," 29,409.60 "
2016,State 8(g),Offshore,AL,," 1,537,555.27 "
2016,State 8(g),Offshore,AK,," 1,064,323.09 "
2016,State 8(g),Offshore,CA,," 1,648,042.15 "
2016,State 8(g),Offshore,LA,," 6,313,683.28 "
2016,State 8(g),Offshore,MA,," 23,835.06 "
2016,State 8(g),Offshore,MS,," 51,779.37 "
2016,State 8(g),Offshore,RI,, 170.10 
2016,State 8(g),Offshore,TX,," 134,616.82 "
2016,U.S. Treasury,Offshore,,," 1,865,028,729.49 "
2016,U.S. Treasury,Onshore,,," 336,570,856.34 "
2016,U.S. Treasury - GoMESA,Offshore,,," 1,370,611.67 "
2017,American Indian Tribes,Onshore,,," 675,788,643.34 "
2017,Historic Preservation Fund,Offshore,,," 150,000,000.00 "
2017,Land & Water Conservation Fund,Offshore,,," 891,828,225.00 "
2017,Land & Water Conservation Fund - GoMESA,Offshore,,," 66,982,984.72 "
2017,Other,Offshore,,," 122,238,329.06 "
2017,Other,Onshore,,," 111,303,696.59 "
2017,Reclamation,Onshore,,," 1,142,376,549.00 "
2017,State,Onshore,AL,," 382,865.12 "
2017,State,Onshore,AK,," 11,184,061.95 "
2017,State,Onshore,AZ,," 10,045.97 "
2017,State,Onshore,AR,," 1,151,448.28 "
2017,State,Onshore,CA,Imperial County," 41,249.41 "
2017,State,Onshore,CA,Inyo County," 71,594.49 "
2017,State,Onshore,CA,Lake County," 733,167.55 "
2017,State,Onshore,CA,Lassen County," 7,730.08 "
2017,State,Onshore,CA,Mendocino County, 749.25 
2017,State,Onshore,CA,Mono County," 50,767.05 "
2017,State,Onshore,CA,Siskiyou County," 1,386.94 "
2017,State,Onshore,CA,Sonoma County," 1,136,605.62 "
2017,State,Onshore,CA,," 33,592,367.91 "
2017,State,Onshore,CO,Chaffee County, 681.00 
2017,State,Onshore,CO,Gunnison County, 426.05 
2017,State,Onshore,CO,," 92,039,200.62 "
2017,State,Onshore,FL,," 593,587.89 "
2017,State,Onshore,ID,Canyon County, 546.07 
2017,State,Onshore,ID,Cassia County," 8,327.69 "
2017,State,Onshore,ID,Payette County," 18,115.43 "
2017,State,Onshore,ID,Washington County," 10,051.21 "
2017,State,Onshore,ID,," 5,123,410.64 "
2017,State,Onshore,IL,," 54,868.75 "
2017,State,Onshore,IN,," 5,257.35 "
2017,State,Onshore,KS,," 561,249.47 "
2017,State,Onshore,KY,," 185,904.48 "
2017,State,Onshore,LA,," 1,010,739.08 "
2017,State,Onshore,MI,," 77,778.86 "
2017,State,Onshore,MN,," 11,649.47 "
2017,State,Onshore,MS,," 706,016.97 "
2017,State,Onshore,MO,," 2,020,169.14 "
2017,State,Onshore,MT,," 24,033,546.22 "
2017,State,Onshore,NE,," 8,113.89 "
2017,State,Onshore,NV,Churchill County," 521,710.63 "
2017,State,Onshore,NV,Elko County," 24,697.69 "
2017,State,Onshore,NV,Esmeralda County," 38,510.65 "
2017,State,Onshore,NV,Eureka County," 13,474.79 "
2017,State,Onshore,NV,Humboldt County," 46,478.91 "
2017,State,Onshore,NV,Lander County," 303,731.34 "
2017,State,Onshore,NV,Lyon County," 9,391.41 "
2017,State,Onshore,NV,Mineral County," 153,707.60 "
2017,State,Onshore,NV,Nye County, 159.84 
2017,State,Onshore,NV,Pershing County," 34,669.23 "
2017,State,Onshore,NV,Washoe County," 72,609.68 "
2017,State,Onshore,NV,White Pine County, 933.57 
2017,State,Onshore,NV,," 3,850,164.97 "
2017,State,Onshore,NM,Dona Ana County," 8,652.71 "
2017,State,Onshore,NM,Hidalgo County," 5,908.06 "
2017,State,Onshore,NM,," 455,139,819.68 "
2017,State,Onshore,ND,," 39,922,536.16 "
2017,State,Onshore,OH,," 1,600,454.80 "
2017,State,Onshore,OK,," 2,625,438.89 "
2017,State,Onshore,OR,Deschutes County," 19,851.52 "
2017,State,Onshore,OR,Lake County," 3,796.14 "
2017,State,Onshore,OR,," 45,539.86 "
2017,State,Onshore,PA,," 23,914.02 "
2017,State,Onshore,SC,, 775.06 
2017,State,Onshore,SD,," 396,178.04 "
2017,State,Onshore,TX,," 4,725,825.41 "
2017,State,Onshore,UT,Beaver County," 105,071.92 "
2017,State,Onshore,UT,Iron County, 171.58 
2017,State,Onshore,UT,Juab County, 659.34 
2017,State,Onshore,UT,Millard County," 26,349.48 "
2017,State,Onshore,UT,," 73,496,260.76 "
2017,State,Onshore,VA,," 28,181.89 "
2017,State,Onshore,WA,Whatcom County," 2,107.14 "
2017,State,Onshore,WA,," 5,057.67 "
2017,State,Onshore,WV,," 108,373.09 "
2017,State,Onshore,WY,," 669,010,220.24 "
2017,State - GoMESA,Offshore,AL,Baldwin County," 24,763.94 "
2017,State - GoMESA,Offshore,AL,Mobile County," 27,853.86 "
2017,State - GoMESA,Offshore,AL,," 210,471.20 "
2017,State - GoMESA,Offshore,LA,Assumption Parish," 2,127.55 "
2017,State - GoMESA,Offshore,LA,Calcasieu Parish," 2,987.69 "
2017,State - GoMESA,Offshore,LA,Cameron Parish," 3,358.26 "
2017,State - GoMESA,Offshore,LA,Iberia Parish," 2,857.63 "
2017,State - GoMESA,Offshore,LA,Jefferson Parish," 5,577.62 "
2017,State - GoMESA,Offshore,LA,Lafourche Parish," 3,282.72 "
2017,State - GoMESA,Offshore,LA,Livingston Parish," 2,972.22 "
2017,State - GoMESA,Offshore,LA,Orleans Parish," 4,904.01 "
2017,State - GoMESA,Offshore,LA,Plaquemines Parish," 6,564.56 "
2017,State - GoMESA,Offshore,LA,St. Bernard Parish," 3,630.18 "
2017,State - GoMESA,Offshore,LA,St. Charles Parish," 2,600.00 "
2017,State - GoMESA,Offshore,LA,St. James Parish," 2,180.40 "
2017,State - GoMESA,Offshore,LA,St. John the Baptist Parish," 2,397.81 "
2017,State - GoMESA,Offshore,LA,St. Martin Parish," 2,317.19 "
2017,State - GoMESA,Offshore,LA,St. Mary Parish," 2,375.95 "
2017,State - GoMESA,Offshore,LA,St. Tammany Parish," 4,089.98 "
2017,State - GoMESA,Offshore,LA,Tangipahoa Parish," 2,977.85 "
2017,State - GoMESA,Offshore,LA,Terrebonne Parish," 4,437.31 "
2017,State - GoMESA,Offshore,LA,Vermilion Parish," 2,673.60 "
2017,State - GoMESA,Offshore,LA,," 257,250.18 "
2017,State - GoMESA,Offshore,MS,Hancock County," 9,218.29 "
2017,State - GoMESA,Offshore,MS,Harrison County," 19,440.96 "
2017,State - GoMESA,Offshore,MS,Jackson County," 21,582.54 "
2017,State - GoMESA,Offshore,MS,," 200,967.16 "
2017,State - GoMESA,Offshore,TX,Aransas County, 954.07 
2017,State - GoMESA,Offshore,TX,Brazoria County," 1,525.12 "
2017,State - GoMESA,Offshore,TX,Calhoun County," 1,250.46 "
2017,State - GoMESA,Offshore,TX,Cameron County," 1,454.87 "
2017,State - GoMESA,Offshore,TX,Chambers County, 844.49 
2017,State - GoMESA,Offshore,TX,Galveston County," 2,039.76 "
2017,State - GoMESA,Offshore,TX,Harris County," 4,788.33 "
2017,State - GoMESA,Offshore,TX,Jackson County, 658.60 
2017,State - GoMESA,Offshore,TX,Jefferson County," 1,627.64 "
2017,State - GoMESA,Offshore,TX,Kenedy County," 1,348.51 "
2017,State - GoMESA,Offshore,TX,Kleberg County, 976.29 
2017,State - GoMESA,Offshore,TX,Matagorda County," 1,748.07 "
2017,State - GoMESA,Offshore,TX,Nueces County," 1,278.57 "
2017,State - GoMESA,Offshore,TX,Orange County, 923.28 
2017,State - GoMESA,Offshore,TX,Refugio County, 624.67 
2017,State - GoMESA,Offshore,TX,San Patricio County, 659.39 
2017,State - GoMESA,Offshore,TX,Victoria County, 709.72 
2017,State - GoMESA,Offshore,TX,Willacy County, 822.48 
2017,State - GoMESA,Offshore,TX,," 96,937.31 "
2017,State 8(g),Offshore,AL,," 746,267.28 "
2017,State 8(g),Offshore,AK,," 1,247,123.89 "
2017,State 8(g),Offshore,CA,," 606,280.97 "
2017,State 8(g),Offshore,LA,," 7,554,499.53 "
2017,State 8(g),Offshore,MA,," 23,835.06 "
2017,State 8(g),Offshore,MS,," 76,571.54 "
2017,State 8(g),Offshore,RI,," 1,701.00 "
2017,State 8(g),Offshore,TX,," 64,643.72 "
2017,U.S. Treasury,Offshore,,," 1,748,637,163.69 "
2017,U.S. Treasury,Onshore,,," 496,239,191.87 "
2017,U.S. Treasury - GoMESA,Offshore,,," 267,931,822.86 "
2018,American Indian Tribes,Onshore,,," 1,022,539,457.29 "
2018,Historic Preservation Fund,Offshore,,," 150,000,000.00 "
2018,Land & Water Conservation Fund,Offshore,,," 893,887,297.00 "
2018,Land & Water Conservation Fund - GoMesa,Offshore,,," 76,357,901.97 "
2018,Other,Offshore,,," 116,875,634.66 "
2018,Other,Onshore,,," 163,170,752.99 "
2018,Reclamation,Onshore,,," 1,221,259,347.30 "
2018,State,Onshore,AL,," 1,376,095.15 "
2018,State,Onshore,AK,," 34,370,934.21 "
2018,State,Onshore,AZ,," 9,069.72 "
2018,State,Onshore,AR,," 854,176.16 "
2018,State,Onshore,CA,," 41,429,712.41 "
2018,State,Onshore,CA,Imperial County," 98,778.25 "
2018,State,Onshore,CA,Inyo County," 81,535.68 "
2018,State,Onshore,CA,Lake County," 733,502.02 "
2018,State,Onshore,CA,Lassen County," 17,106.65 "
2018,State,Onshore,CA,Mendocino County, 51.75 
2018,State,Onshore,CA,Mono County," 36,597.08 "
2018,State,Onshore,CA,Siskiyou County," 3,040.55 "
2018,State,Onshore,CA,Sonoma County," 1,127,727.93 "
2018,State,Onshore,CO,," 112,554,166.89 "
2018,State,Onshore,CO,Chaffee County, 601.80 
2018,State,Onshore,CO,Gunnison County," 5,851.98 "
2018,State,Onshore,FL,," 476,560.88 "
2018,State,Onshore,ID,," 4,333,975.81 "
2018,State,Onshore,ID,Canyon County, 37.13 
2018,State,Onshore,ID,Cassia County," 16,693.78 "
2018,State,Onshore,ID,Payette County," 1,231.85 "
2018,State,Onshore,ID,Washington County," 16,245.22 "
2018,State,Onshore,IL,," 76,415.92 "
2018,State,Onshore,IN,," 3,693.97 "
2018,State,Onshore,KS,," 639,045.52 "
2018,State,Onshore,KY,," 120,512.24 "
2018,State,Onshore,LA,," 2,153,237.54 "
2018,State,Onshore,MI,," 147,823.25 "
2018,State,Onshore,MN,," 11,554.30 "
2018,State,Onshore,MS,," 661,429.37 "
2018,State,Onshore,MO,," 2,299,269.80 "
2018,State,Onshore,MT,," 25,686,291.77 "
2018,State,Onshore,NE,," 28,700.58 "
2018,State,Onshore,NV,," 4,066,416.81 "
2018,State,Onshore,NV,Churchill County," 668,908.66 "
2018,State,Onshore,NV,Elko County," 8,387.60 "
2018,State,Onshore,NV,Esmeralda County," 24,369.59 "
2018,State,Onshore,NV,Eureka County," 14,095.37 "
2018,State,Onshore,NV,Humboldt County," 46,051.65 "
2018,State,Onshore,NV,Lander County," 283,264.18 "
2018,State,Onshore,NV,Lyon County," 10,805.38 "
2018,State,Onshore,NV,Mineral County," 144,864.87 "
2018,State,Onshore,NV,Nye County, 375.30 
2018,State,Onshore,NV,Pershing County," 37,278.68 "
2018,State,Onshore,NV,Washoe County," 46,923.61 "
2018,State,Onshore,NV,White Pine County, 937.30 
2018,State,Onshore,NM,," 634,977,556.71 "
2018,State,Onshore,NM,Dona Ana County," 7,242.72 "
2018,State,Onshore,NM,Hidalgo County," 6,062.14 "
2018,State,Onshore,ND,," 53,223,774.74 "
2018,State,Onshore,OH,," 862,521.52 "
2018,State,Onshore,OK,," 7,867,081.65 "
2018,State,Onshore,OR,," 47,141.71 "
2018,State,Onshore,OR,Deschutes County," 19,562.58 "
2018,State,Onshore,OR,Lake County," 3,799.62 "
2018,State,Onshore,PA,," 9,880.12 "
2018,State,Onshore,SC,, 518.37 
2018,State,Onshore,SD,," 564,521.82 "
2018,State,Onshore,TX,," 4,847,388.66 "
2018,State,Onshore,UT,," 76,015,357.68 "
2018,State,Onshore,UT,Beaver County," 151,694.35 "
2018,State,Onshore,UT,Iron County, 172.26 
2018,State,Onshore,UT,Juab County, 661.98 
2018,State,Onshore,UT,Millard County," 24,253.35 "
2018,State,Onshore,VA,," 39,194.81 "
2018,State,Onshore,WA,," 7,999.78 "
2018,State,Onshore,WA,Whatcom County," 2,115.58 "
2018,State,Onshore,WV,," 470,583.49 "
2018,State,Onshore,WI,, 233.50 
2018,State,Onshore,WY,," 563,955,987.70 "
2018,State - GoMESA,Offshore,AL,Baldwin County," 2,475,583.07 "
2018,State - GoMESA,Offshore,AL,Mobile County," 2,879,939.61 "
2018,State - GoMESA,Offshore,AL,," 21,422,090.73 "
2018,State - GoMESA,Offshore,LA,Assumption Parish," 553,603.31 "
2018,State - GoMESA,Offshore,LA,Calcasieu Parish," 862,675.48 "
2018,State - GoMESA,Offshore,LA,Cameron Parish," 1,090,580.78 "
2018,State - GoMESA,Offshore,LA,Iberia Parish," 871,009.19 "
2018,State - GoMESA,Offshore,LA,Jefferson Parish," 1,378,261.30 "
2018,State - GoMESA,Offshore,LA,Lafourche Parish," 865,540.61 "
2018,State - GoMESA,Offshore,LA,Livingston Parish," 694,063.94 "
2018,State - GoMESA,Offshore,LA,Orleans Parish," 1,146,479.67 "
2018,State - GoMESA,Offshore,LA,Plaquemines Parish," 1,623,361.00 "
2018,State - GoMESA,Offshore,LA,St. Bernard Parish," 781,611.41 "
2018,State - GoMESA,Offshore,LA,St. Charles Parish," 594,151.58 "
2018,State - GoMESA,Offshore,LA,St. James Parish," 517,254.38 "
2018,State - GoMESA,Offshore,LA,St. John the Baptist Parish," 559,530.88 "
2018,State - GoMESA,Offshore,LA,St. Martin Parish," 616,852.85 "
2018,State - GoMESA,Offshore,LA,St. Mary Parish," 719,952.25 "
2018,State - GoMESA,Offshore,LA,St. Tammany Parish," 912,548.87 "
2018,State - GoMESA,Offshore,LA,Tangipahoa Parish," 669,883.58 "
