year	volume	product	region	units	series_id
2008	346.45599999999996	Conventional Hydroelectric	NE	MMWh	ELEC.GEN.HYC-NE-99.A
2007	347.444	Conventional Hydroelectric	NE	MMWh	ELEC.GEN.HYC-NE-99.A
2006	893.386	Conventional Hydroelectric	NE	MMWh	ELEC.GEN.HYC-NE-99.A
2016	1766.64015	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2015	2264.136	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2014	2389	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2013	2681.943	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2012	2440.4150000000004	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2011	2190.583	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2010	2157.296	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2009	2460.59477	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2008	1750.62	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2007	2003.1909999999998	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2006	2057.6259999999997	Conventional Hydroelectric	NV	MMWh	ELEC.GEN.HYC-NV-99.A
2016	1120.80077	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2015	1270.22163	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2014	1381.3619999999999	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2013	1427.1984199999997	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2012	1247.27	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2011	1604.811	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2010	1477.5829999999999	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2009	1680.49185	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2008	1633.22409	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2007	1265.2288500000002	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2006	1528.90993	Conventional Hydroelectric	NH	MMWh	ELEC.GEN.HYC-NH-99.A
2016		Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2015	9.540999999999999	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2014	17.296	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2013	18.274	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2012	10.755	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2011	24.407	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2010	18.119000000000003	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2009	32.08081	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2008	25.77305	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2007	20.909039999999997	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2006	35.43626	Conventional Hydroelectric	NJ	MMWh	ELEC.GEN.HYC-NJ-99.A
2016	145.92964	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2015	99.473	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2014	98.381	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2013	91.838	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2012	222.819	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2011	194.766	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2010	217.01	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2009	270.96299999999997	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2008	312.28799999999995	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2007	267.97799999999995	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2006	198.21099999999998	Conventional Hydroelectric	NM	MMWh	ELEC.GEN.HYC-NM-99.A
2016	26603.999480000002	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2015	26014.52	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2014	26086.90224	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2013	24973.28928	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2012	24652.49121	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2011	27996.987620000004	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2010	25471.69703	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2009	27615.106369999998	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2008	26723.13112	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2007	25252.55543	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2006	27344.655219999997	Conventional Hydroelectric	NY	MMWh	ELEC.GEN.HYC-NY-99.A
2016	4529.491660000001	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2015	4742.004	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2014	4756.08324	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2013	6900.5325	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2012	3727.9382100000003	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2011	3893.396	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2010	4756.54904	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2009	5171.25654	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2008	3033.64243	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2007	2984.15851	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2006	3839.0120100000004	Conventional Hydroelectric	NC	MMWh	ELEC.GEN.HYC-NC-99.A
2016	1912.005	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2015	2094.1679999999997	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2014	2531.36	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2013	1852.421	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2012	2477.23	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2011	2580.042	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2010	2042.118	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2009	1475.251	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2008	1252.79	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2007	1305.3929999999998	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2006	1521.0339999999999	Conventional Hydroelectric	ND	MMWh	ELEC.GEN.HYC-ND-99.A
2016	517.4858800000001	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2015	456.66900000000004	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2014	478.00722	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2013	549.238	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2012	414.161	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2011	383.65500000000003	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2010	429.024	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2009	527.746	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2008	386.43499999999995	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2007	410.4359999999999	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2006	631.9359999999999	Conventional Hydroelectric	OH	MMWh	ELEC.GEN.HYC-OH-99.A
2016	2381.6604199999997	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2015	2663.9010000000003	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2014	1428.473	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2013	2178.078	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2012	1145.514	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2011	1506.941	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2010	2808.7879999999996	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2009	3552.5730000000003	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2008	3811.273	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2007	3065.862	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2006	623.5790000000001	Conventional Hydroelectric	OK	MMWh	ELEC.GEN.HYC-OK-99.A
2016	33699.96064	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2015	31253.851	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2014	35261.936	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2013	33097.666999999994	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2012	39410.1784	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2011	42314.820999999996	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2010	30542.260000000002	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2009	33033.51284	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2008	33805.024099999995	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2007	33587.43947999999	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2006	37850.29725999999	Conventional Hydroelectric	OR	MMWh	ELEC.GEN.HYC-OR-99.A
2016	2376.2241599999998	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2015	2603.7039999999997	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2014	2641.157	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2013	2524.67302	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2012	2241.92	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2011	3217.216	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2010	2332.201	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2009	2682.86558	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2008	2548.858	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2007	2235.98205	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2006	2844.14201	Conventional Hydroelectric	PA	MMWh	ELEC.GEN.HYC-PA-99.A
2016		Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2015	3.148	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2014	3.96396	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2013	4.44708	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2012	4.266	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2011	7.4110000000000005	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2010	3.706	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2009	4.736000000000001	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2008	4.977	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2007	4.363999999999999	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2006	5.909000000000001	Conventional Hydroelectric	RI	MMWh	ELEC.GEN.HYC-RI-99.A
2016	2399.3985300000004	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2015	2564.3596000000002	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2014	2569.1259999999997	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2013	3160.274	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2012	1420.272	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2011	1554.1809999999998	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2010	2376.444	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2009	2332.00528	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2008	1123.115	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2007	1555.9116000000001	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2006	1806.948	Conventional Hydroelectric	SC	MMWh	ELEC.GEN.HYC-SC-99.A
2016	4134.46304	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2015	4850.485	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2014	5498.214260000001	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2013	4062.609	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2012	5980.965	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2011	6608.164000000001	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2010	5238.801	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2009	4432.451	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2008	2993.107	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2007	2917.283	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2006	3396.8330000000005	Conventional Hydroelectric	SD	MMWh	ELEC.GEN.HYC-SD-99.A
2016	7418.29407	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2015	9581.240000000002	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2014	8900.65	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2013	12443.283000000001	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2012	8295.66	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2011	9575.639000000001	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2010	8137.795	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2009	10211.962	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2008	5646.072999999999	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2007	4939.601000000001	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2006	7748.650000000001	Conventional Hydroelectric	TN	MMWh	ELEC.GEN.HYC-TN-99.A
2016	1103.2740999999999	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2015	956.41	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2014	385.89824999999996	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2013	480.04200000000003	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2012	584.47442	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2011	563.05372	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2010	1261.8322299999998	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2009	1028.6572999999999	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2008	1039.46736	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2007	1644.4366500000003	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2006	661.971	Conventional Hydroelectric	TX	MMWh	ELEC.GEN.HYC-TX-99.A
2016	816.4025499999999	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2015	768.7730000000001	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2014	632.823	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2013	504.9959999999999	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2012	747.7860000000001	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2011	1230.165	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2010	695.51175	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2009	835.2571899999999	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2008	668.0838500000001	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2007	538.7820300000001	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2006	746.7830000000001	Conventional Hydroelectric	UT	MMWh	ELEC.GEN.HYC-UT-99.A
2016	1056.3036399999999	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2015	1139.498	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2014	1175.321	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2013	1285.912	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2012	1151.321	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2011	1424.733	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2010	1346.887	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2009	1485.82531	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2008	1492.90396	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2007	646.6045	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2006	1518.6648199999997	Conventional Hydroelectric	VT	MMWh	ELEC.GEN.HYC-VT-99.A
2016	1525.6124199999997	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2015	1158.428	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2014	955.18792	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2013	1253.66952	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2012	1043.774	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2011	1210.389	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2010	1500.1818899999998	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2009	1478.62959	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2008	1010.99268	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2007	1248.26372	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2006	1351.1939699999998	Conventional Hydroelectric	VA	MMWh	ELEC.GEN.HYC-VA-99.A
2016	76842.75721	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2015	73404.91623999998	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2014	79463.14433	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2013	78155.087	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2012	89464.35500000001	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2011	91817.70171000001	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2010	68288.38318	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2009	72932.70416000001	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2008	77636.75764	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2007	78829.19511000002	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2006	82007.62853	Conventional Hydroelectric	WA	MMWh	ELEC.GEN.HYC-WA-99.A
2016	1409.6638399999997	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2015	1385.043	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2014	1241.974	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2013	1738.776	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2012	1431.44	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2011	1453.109	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2010	1367.3609999999999	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2009	1645.9270000000001	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2008	1248.037	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2007	1254.397	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2006	1572.433	Conventional Hydroelectric	WV	MMWh	ELEC.GEN.HYC-WV-99.A
2016	2404.8140500000004	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2015	2340.68061	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2014	2471.77302	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2013	1978.87206	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2012	1530.26301	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2011	2146.90989	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2010	2111.8522700000003	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2009	1393.98837	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2008	1616.14196	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2007	1516.08286	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2006	1678.5982999999999	Conventional Hydroelectric	WI	MMWh	ELEC.GEN.HYC-WI-99.A
2016	997.8103199999999	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2015	868.261	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2014	868.71015	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2013	710.8781700000001	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2012	893.47	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2011	1223.73	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2010	1023.887	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2009	966.572	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2008	835.2750000000001	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2007	729.424	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
2006	843.3159999999999	Conventional Hydroelectric	WY	MMWh	ELEC.GEN.HYC-WY-99.A
