Region	FIPS	Product	Year	Production Volume
CO	8123	Gas (mcf)	2009	2014337.45
CO	8123	Gas (mcf)	2010	2164777.71
CO	8123	Gas (mcf)	2011	2071560.43
CO	8123	Gas (mcf)	2012	1969727.72
CO	8123	Gas (mcf)	2013	2268221.35
CO	8123	Gas (mcf)	2014	4612454.84
CO	8123	Oil (bbl)	2005	102632.89
CO	8123	Oil (bbl)	2006	90811.42
CO	8123	Oil (bbl)	2007	92228.57
CO	8123	Oil (bbl)	2008	179318.39
CO	8123	Oil (bbl)	2009	148851.02
CO	8123	Oil (bbl)	2010	227087.08
CO	8123	Oil (bbl)	2011	210415.57
CO	8123	Oil (bbl)	2012	385595.46
CO	8123	Oil (bbl)	2013	626074.72
CO	8123	Oil (bbl)	2014	1375280.37
CO	8125	Gas (mcf)	2005	801309.37
CO	8125	Gas (mcf)	2006	937507.02
CO	8125	Gas (mcf)	2007	1416011.17
CO	8125	Gas (mcf)	2008	1813489.9
CO	8125	Gas (mcf)	2009	1537712.77
CO	8125	Gas (mcf)	2010	1479056.83
CO	8125	Gas (mcf)	2011	1369732.6
CO	8125	Gas (mcf)	2012	1231429.43
CO	8125	Gas (mcf)	2013	1058515.43
CO	8125	Gas (mcf)	2014	971973
FL	12049	Phosphate Raw Ore (tons)	2012	0
FL	12049	Phosphate Raw Ore (tons)	2013	0
FL	12081	Phosphate Raw Ore (tons)	2005	0
FL	12105	Phosphate Raw Ore (tons)	2010	0
FL	12105	Phosphate Raw Ore (tons)	2011	0
FL	12105	Phosphate Raw Ore (tons)	2012	0
FL	12113	Oil (bbl)	2006	77
ID	16029	Phosphate Raw Ore (tons)	2005	2621832
ID	16029	Phosphate Raw Ore (tons)	2006	2381392
ID	16029	Phosphate Raw Ore (tons)	2007	2324385
ID	16029	Phosphate Raw Ore (tons)	2008	2424258
ID	16029	Phosphate Raw Ore (tons)	2009	3423741
ID	16029	Phosphate Raw Ore (tons)	2010	3523585
ID	16029	Phosphate Raw Ore (tons)	2011	4690032
ID	16029	Phosphate Raw Ore (tons)	2012	4467766
ID	16029	Phosphate Raw Ore (tons)	2013	4960123
ID	16029	Phosphate Raw Ore (tons)	2014	5777094
ID	16035	Gold (ounces)	2005	0
ID	16035	Gold (ounces)	2006	0
ID	16035	Gold (ounces)	2007	0
ID	16035	Gold (ounces)	2008	0
ID	16035	Gold (ounces)	2009	0
ID	16035	Gold (ounces)	2011	0
ID	16035	Silver (ounces)	2013	0
IL	17027	Gas (mcf)	2005	420
IL	17027	Gas (mcf)	2006	720
IL	17027	Gas (mcf)	2007	720
IL	17027	Gas (mcf)	2008	180
IL	17027	Oil (bbl)	2005	22377
IL	17027	Oil (bbl)	2006	21324
IL	17027	Oil (bbl)	2007	20243
IL	17027	Oil (bbl)	2008	19444
IL	17027	Oil (bbl)	2009	21132
IL	17027	Oil (bbl)	2010	20469
IL	17027	Oil (bbl)	2011	17044
IL	17027	Oil (bbl)	2012	18387
IL	17027	Oil (bbl)	2013	17557
IL	17027	Oil (bbl)	2014	11250
IL	17055	Gas (mcf)	2005	7416
IL	17055	Gas (mcf)	2006	7491
IL	17055	Gas (mcf)	2007	7359
IL	17055	Gas (mcf)	2008	6785
IL	17055	Gas (mcf)	2009	12212.72
IL	17055	Gas (mcf)	2010	14073.74
IL	17055	Gas (mcf)	2011	14335.74
IL	17055	Gas (mcf)	2012	14460.96
IL	17055	Gas (mcf)	2013	14384.77
IL	17055	Gas (mcf)	2014	26222.65
IL	17055	Oil (bbl)	2005	12528.89
IL	17055	Oil (bbl)	2006	15732.04
IL	17055	Oil (bbl)	2007	18548.55
IL	17055	Oil (bbl)	2008	14941.51
IL	17055	Oil (bbl)	2009	13109.75
IL	17055	Oil (bbl)	2010	11526.34
IL	17055	Oil (bbl)	2011	10098.34
IL	17055	Oil (bbl)	2012	9483.84
IL	17055	Oil (bbl)	2013	8719.28
IL	17055	Oil (bbl)	2014	7828.99
KS	20033	Gas (mcf)	2005	8405.59
KS	20033	Gas (mcf)	2006	7852.94
KS	20033	Gas (mcf)	2007	7255.35
KS	20033	Gas (mcf)	2008	7057.19
KS	20033	Gas (mcf)	2009	6570.25
KS	20033	Gas (mcf)	2010	5562.16
KS	20033	Gas (mcf)	2011	5053.75
KS	20033	Gas (mcf)	2012	4788.81
KS	20033	Gas (mcf)	2013	4136.83
KS	20033	Gas (mcf)	2014	4305.55
KS	20033	Oil (bbl)	2005	1.12
KS	20033	Oil (bbl)	2006	0.44
KS	20033	Oil (bbl)	2007	1.18
KS	20033	Oil (bbl)	2008	1.18
KS	20033	Oil (bbl)	2009	1.43
KS	20033	Oil (bbl)	2010	1.24
KS	20033	Oil (bbl)	2011	1.87
KS	20033	Oil (bbl)	2012	1.24
KS	20033	Oil (bbl)	2013	0.44
KS	20053	Gas (mcf)	2005	19136.29
KS	20053	Gas (mcf)	2006	12636.94
KS	20053	Gas (mcf)	2008	14573.95
KS	20053	Gas (mcf)	2009	17289.21
KS	20053	Gas (mcf)	2010	14057.12
KS	20053	Gas (mcf)	2011	14009.03
KS	20053	Gas (mcf)	2012	8808.99
KS	20053	Gas (mcf)	2013	10042.03
KS	20053	Gas (mcf)	2014	13364.84
KS	20055	Gas (mcf)	2005	1589878.38
KS	20055	Gas (mcf)	2006	1491452.47
KS	20055	Gas (mcf)	2007	1323898.77
KS	20055	Gas (mcf)	2008	1227075.49
KS	20055	Gas (mcf)	2009	1102688.79
KS	20055	Gas (mcf)	2010	1048633.94
KS	20055	Gas (mcf)	2011	975676.22
KS	20055	Gas (mcf)	2012	898048.11
KS	20055	Gas (mcf)	2013	808482.05
KS	20055	Gas (mcf)	2014	719959.82
KS	20055	Oil (bbl)	2005	22870.71
KS	20055	Oil (bbl)	2006	22583.08
KS	20055	Oil (bbl)	2007	19822.24
KS	20055	Oil (bbl)	2008	21480.48
KS	20055	Oil (bbl)	2009	20644.5
KS	20055	Oil (bbl)	2010	27295.07
KS	20055	Oil (bbl)	2011	26792.44
KS	20055	Oil (bbl)	2012	24156.18
KS	20055	Oil (bbl)	2013	24569.36
KS	20055	Oil (bbl)	2014	21225.13
KS	20063	Oil (bbl)	2005	1777.7
KS	20063	Oil (bbl)	2006	1735.83
KS	20063	Oil (bbl)	2007	1623.81
KS	20063	Oil (bbl)	2008	1763.77
KS	20063	Oil (bbl)	2009	1507.91
KS	20063	Oil (bbl)	2010	1453.45
KS	20063	Oil (bbl)	2011	1643.11
KS	20063	Oil (bbl)	2012	1582.19
KS	20063	Oil (bbl)	2013	1176.87
KS	20063	Oil (bbl)	2014	1150.72
KS	20067	Gas (mcf)	2005	171781.07
KS	20067	Gas (mcf)	2006	152744.32
KS	20067	Gas (mcf)	2007	135483.08
KS	20067	Gas (mcf)	2008	129547.83
KS	20067	Gas (mcf)	2009	119331.07
KS	20067	Gas (mcf)	2010	111862.33
KS	20067	Gas (mcf)	2011	103633.21
KS	20067	Gas (mcf)	2012	98054.44
KS	20067	Gas (mcf)	2013	85602.99
KS	20067	Gas (mcf)	2014	79003.11
KS	20075	Gas (mcf)	2005	62436.53
KS	20075	Gas (mcf)	2006	57600.6
KS	20075	Gas (mcf)	2007	59875.13
KS	20075	Gas (mcf)	2008	59847.28
KS	20075	Gas (mcf)	2009	54262.04
KS	20075	Gas (mcf)	2010	50060.2
KS	20075	Gas (mcf)	2011	44621.71
KS	20075	Gas (mcf)	2012	40871.72
KS	20075	Gas (mcf)	2013	26048.88
KS	20075	Gas (mcf)	2014	21929.64
KS	20081	Gas (mcf)	2005	515173.53
KS	20081	Gas (mcf)	2006	472353.88
KS	20081	Gas (mcf)	2007	430637.74
KS	20081	Gas (mcf)	2008	392872.69
KS	20081	Gas (mcf)	2009	352431.41
KS	20081	Gas (mcf)	2010	335980.65
KS	20081	Gas (mcf)	2011	316786.31
KS	20081	Gas (mcf)	2012	288655.82
KS	20081	Gas (mcf)	2013	257381.08
KS	20081	Gas (mcf)	2014	236909.06
KS	20081	Oil (bbl)	2005	26166.2
KS	20081	Oil (bbl)	2006	24395.69
KS	20081	Oil (bbl)	2007	22181.8
KS	20081	Oil (bbl)	2008	23175.31
KS	20081	Oil (bbl)	2009	21681.3
KS	20081	Oil (bbl)	2010	30198.09
KS	20081	Oil (bbl)	2011	47606.4
KS	20081	Oil (bbl)	2012	28653.11
KS	20081	Oil (bbl)	2013	26948.19
KS	20081	Oil (bbl)	2014	23124.08
KS	20093	Gas (mcf)	2005	2671489.63
KS	20093	Gas (mcf)	2006	2451005.39
KS	20093	Gas (mcf)	2007	2227675.87
KS	20093	Gas (mcf)	2008	2152141.15
KS	20093	Gas (mcf)	2009	1974589.04
KS	20093	Gas (mcf)	2010	1817203.73
KS	20093	Gas (mcf)	2011	1715854.93
KS	20093	Gas (mcf)	2012	1628754.44
KS	20093	Gas (mcf)	2013	1487346.52
KS	20093	Gas (mcf)	2014	1318143.93
KS	20093	Oil (bbl)	2005	20641.74
KS	20093	Oil (bbl)	2006	20524.36
KS	20093	Oil (bbl)	2007	18752.92
KS	20093	Oil (bbl)	2008	20029.7
KS	20093	Oil (bbl)	2009	19511.15
KS	20093	Oil (bbl)	2010	26218.18
KS	20093	Oil (bbl)	2011	25742.94
KS	20093	Oil (bbl)	2012	23122.09
KS	20093	Oil (bbl)	2013	23717.58
KS	20093	Oil (bbl)	2014	20635.57
KS	20101	Oil (bbl)	2005	5840
KS	20101	Oil (bbl)	2006	5140
KS	20101	Oil (bbl)	2007	5052
KS	20101	Oil (bbl)	2008	4999
KS	20101	Oil (bbl)	2009	4562
KS	20101	Oil (bbl)	2010	3757
KS	20101	Oil (bbl)	2011	3758
KS	20101	Oil (bbl)	2012	3499
KS	20101	Oil (bbl)	2013	3491
KS	20101	Oil (bbl)	2014	3382
KS	20119	Gas (mcf)	2005	11039.55
KS	20119	Gas (mcf)	2006	7445.84
KS	20119	Gas (mcf)	2007	7526.89
KS	20119	Gas (mcf)	2008	9854.38
KS	20119	Gas (mcf)	2009	8246.43
KS	20119	Gas (mcf)	2010	6858.29
KS	20119	Gas (mcf)	2011	6767.45
KS	20119	Gas (mcf)	2012	6407.96
KS	20119	Gas (mcf)	2013	6105.6
KS	20119	Gas (mcf)	2014	5674.39
KS	20119	Oil (bbl)	2006	1.26
KS	20119	Oil (bbl)	2007	39.1
KS	20119	Oil (bbl)	2008	10.97
KS	20119	Oil (bbl)	2009	2.52
KS	20129	Gas (mcf)	2005	3762352.1
KS	20129	Gas (mcf)	2006	3500211.12
KS	20129	Gas (mcf)	2007	3203690.82
KS	20129	Gas (mcf)	2008	3350282.04
KS	20129	Gas (mcf)	2009	3238481.19
KS	20129	Gas (mcf)	2010	3274395.96
KS	20129	Gas (mcf)	2011	2720611.75
KS	20129	Gas (mcf)	2012	2321568.44
KS	20129	Gas (mcf)	2013	2108888.61
KS	20129	Gas (mcf)	2014	1910436.93
KS	20129	Oil (bbl)	2005	190815.73
KS	20129	Oil (bbl)	2006	367871.31
KS	20129	Oil (bbl)	2007	240921.71
KS	20129	Oil (bbl)	2008	205473.92
KS	20129	Oil (bbl)	2009	160170.28
KS	20129	Oil (bbl)	2010	129037.39
KS	20129	Oil (bbl)	2011	130559.66
KS	20129	Oil (bbl)	2012	140034.09
KS	20129	Oil (bbl)	2013	114815.17
KS	20129	Oil (bbl)	2014	96507.01
KS	20175	Gas (mcf)	2005	192420.05
KS	20175	Gas (mcf)	2006	190890.14
KS	20175	Gas (mcf)	2007	250445.64
KS	20175	Gas (mcf)	2008	189313.51
KS	20175	Gas (mcf)	2009	158987.16
KS	20175	Gas (mcf)	2010	138070.59
KS	20175	Gas (mcf)	2011	121375.66
KS	20175	Gas (mcf)	2012	114746.09
KS	20175	Gas (mcf)	2013	103060.98
KS	20175	Gas (mcf)	2014	79225.4
KS	20175	Oil (bbl)	2005	341.78
KS	20175	Oil (bbl)	2006	240.21
KS	20175	Oil (bbl)	2007	523.1
KS	20175	Oil (bbl)	2008	363.11
KS	20175	Oil (bbl)	2009	249.17
KS	20175	Oil (bbl)	2010	429.57
KS	20175	Oil (bbl)	2011	516.95
KS	20175	Oil (bbl)	2012	485.11
KS	20175	Oil (bbl)	2013	390.63
KS	20175	Oil (bbl)	2014	237.92
KS	20187	Gas (mcf)	2005	48882.95
KS	20187	Gas (mcf)	2006	44734.67
KS	20187	Gas (mcf)	2007	40141.49
KS	20187	Gas (mcf)	2008	39230.79
KS	20187	Gas (mcf)	2009	35047.5
KS	20187	Gas (mcf)	2010	34924.05
KS	20187	Gas (mcf)	2011	34130.31
KS	20187	Gas (mcf)	2012	31437.94
KS	20187	Gas (mcf)	2013	28736.93
KS	20187	Gas (mcf)	2014	26641.8
KS	20189	Gas (mcf)	2005	431102.79
KS	20189	Gas (mcf)	2006	407236.09
KS	20189	Gas (mcf)	2007	367704.87
KS	20189	Gas (mcf)	2008	336919.72
KS	20189	Gas (mcf)	2009	301997.57
KS	20189	Gas (mcf)	2010	277482.75
KS	20189	Gas (mcf)	2011	263222.87
KS	20189	Gas (mcf)	2012	240259.67
KS	20189	Gas (mcf)	2013	225287.82
KS	20189	Gas (mcf)	2014	201657.18
KS	20189	Oil (bbl)	2007	1.25
KS	20189	Oil (bbl)	2008	41
KS	20189	Oil (bbl)	2010	4.5
KS	20189	Oil (bbl)	2011	2474.5
KS	20189	Oil (bbl)	2012	2004
KS	20189	Oil (bbl)	2013	2508.5
KS	20189	Oil (bbl)	2014	1570.5
KS	20195	Oil (bbl)	2005	2309.6
KS	20195	Oil (bbl)	2006	2160.15
KS	20195	Oil (bbl)	2007	2160.18
KS	20195	Oil (bbl)	2008	2128.45
KS	20195	Oil (bbl)	2009	1928.8
KS	20195	Oil (bbl)	2010	1667.45
KS	20195	Oil (bbl)	2011	2023.25
KS	20195	Oil (bbl)	2012	2051.95
KS	20195	Oil (bbl)	2013	2022.06
KS	20195	Oil (bbl)	2014	1981.03
KY	21051	Gas (mcf)	2005	46425.81
KY	21051	Gas (mcf)	2006	57695.81
KY	21051	Gas (mcf)	2007	59496.94
KY	21051	Gas (mcf)	2008	53919.24
KY	21051	Gas (mcf)	2009	47600.41
KY	21051	Gas (mcf)	2010	45664.99
KY	21051	Gas (mcf)	2011	41603.2
KY	21051	Gas (mcf)	2012	38759.66
KY	21051	Gas (mcf)	2013	34410.39
KY	21051	Gas (mcf)	2014	32409.42
KY	21051	Oil (bbl)	2007	131.97
KY	21051	Oil (bbl)	2008	872.81
KY	21051	Oil (bbl)	2009	1068.62
KY	21051	Oil (bbl)	2010	906.64
KY	21051	Oil (bbl)	2011	1027.17
KY	21051	Oil (bbl)	2012	965.24
KY	21051	Oil (bbl)	2013	1124.37
KY	21051	Oil (bbl)	2014	859.95
KY	21071	Gas (mcf)	2005	14939
KY	21071	Gas (mcf)	2006	17798
KY	21071	Gas (mcf)	2007	16256
KY	21071	Gas (mcf)	2008	14932
KY	21071	Gas (mcf)	2009	11284
KY	21071	Gas (mcf)	2010	16318
KY	21071	Gas (mcf)	2011	12976
KY	21071	Gas (mcf)	2012	11691
KY	21071	Gas (mcf)	2013	10450
KY	21071	Gas (mcf)	2014	11158
KY	21095	Coal (tons)	2013	0
KY	21095	Coal (tons)	2014	0
KY	21101	Oil (bbl)	2005	12492
KY	21101	Oil (bbl)	2006	10720
KY	21101	Oil (bbl)	2007	12396
KY	21101	Oil (bbl)	2008	10996
KY	21101	Oil (bbl)	2009	10615
KY	21101	Oil (bbl)	2010	10855
KY	21101	Oil (bbl)	2011	10009
KY	21101	Oil (bbl)	2012	9620
KY	21101	Oil (bbl)	2013	9172
KY	21101	Oil (bbl)	2014	8762
KY	21115	Gas (mcf)	2010	98.88
KY	21115	Gas (mcf)	2011	241.46
KY	21115	Gas (mcf)	2012	307.57
KY	21115	Gas (mcf)	2013	293.91
KY	21115	Gas (mcf)	2014	309.75
KY	21127	Gas (mcf)	2005	790
KY	21127	Gas (mcf)	2006	291
KY	21127	Gas (mcf)	2007	48
KY	21127	Gas (mcf)	2008	91
KY	21127	Gas (mcf)	2009	170
KY	21127	Gas (mcf)	2010	12
KY	21127	Gas (mcf)	2013	247
KY	21127	Gas (mcf)	2014	1330
KY	21131	Coal (tons)	2005	0
KY	21131	Coal (tons)	2006	0
KY	21131	Coal (tons)	2007	0
KY	21131	Coal (tons)	2008	0
KY	21131	Coal (tons)	2009	0
KY	21131	Coal (tons)	2010	0
KY	21131	Coal (tons)	2011	0
KY	21131	Coal (tons)	2012	0
KY	21131	Coal (tons)	2013	0
KY	21131	Coal (tons)	2014	0
KY	21131	Gas (mcf)	2005	75800.93
KY	21131	Gas (mcf)	2006	71802.23
KY	21131	Gas (mcf)	2007	67216.66
KY	21131	Gas (mcf)	2008	68127.98
KY	21131	Gas (mcf)	2009	67323.48
KY	21131	Gas (mcf)	2010	63101.4
KY	21131	Gas (mcf)	2011	47472.59
KY	21131	Gas (mcf)	2012	33862.36
KY	21131	Gas (mcf)	2013	29790.09
KY	21131	Gas (mcf)	2014	29641.41
KY	21131	Oil (bbl)	2005	483.51
KY	21131	Oil (bbl)	2006	337.17
KY	21131	Oil (bbl)	2007	576.24
KY	21131	Oil (bbl)	2008	1309.66
KY	21131	Oil (bbl)	2009	1473.01
KY	21131	Oil (bbl)	2010	1285.82
KY	21131	Oil (bbl)	2011	1371.5
KY	21131	Oil (bbl)	2012	1250.22
KY	21131	Oil (bbl)	2013	1452.16
KY	21131	Oil (bbl)	2014	1164.33
KY	21133	Gas (mcf)	2005	464.83
KY	21133	Gas (mcf)	2006	417.31
KY	21133	Gas (mcf)	2007	342.04
KY	21133	Gas (mcf)	2008	289.68
KY	21133	Gas (mcf)	2009	263.11
KY	21133	Gas (mcf)	2010	231.04
KY	21133	Gas (mcf)	2011	599.47
KY	21133	Gas (mcf)	2012	995.58
KY	21133	Gas (mcf)	2013	1012.45
KY	21133	Gas (mcf)	2014	826.73
KY	21147	Gas (mcf)	2005	1061.26
KY	21147	Gas (mcf)	2006	1052.92
KY	21147	Gas (mcf)	2007	989.66
KY	21147	Gas (mcf)	2008	788.14
KY	21147	Gas (mcf)	2009	843.42
KY	21147	Gas (mcf)	2010	1384.13
KY	21147	Gas (mcf)	2011	1392.17
KY	21147	Gas (mcf)	2012	866.45
KY	21147	Gas (mcf)	2013	589.85
KY	21147	Gas (mcf)	2014	742.54
KY	21175	Gas (mcf)	2010	39.6
KY	21175	Gas (mcf)	2011	32.22
KY	21175	Gas (mcf)	2012	41.54
KY	21175	Gas (mcf)	2013	47.75
KY	21175	Gas (mcf)	2014	45.03
KY	21195	Gas (mcf)	2005	42516
KY	21195	Gas (mcf)	2006	44154
KY	21195	Gas (mcf)	2007	44784
KY	21195	Gas (mcf)	2008	48429
KY	21195	Gas (mcf)	2009	44334
KY	21195	Gas (mcf)	2010	46351
KY	21195	Gas (mcf)	2011	43538
KY	21195	Gas (mcf)	2012	42313
KY	21195	Gas (mcf)	2013	40725
KY	21195	Gas (mcf)	2014	36806
KY	21235	Gas (mcf)	2005	16303.26
KY	21235	Gas (mcf)	2006	19173.24
KY	21235	Gas (mcf)	2007	18416.15
KY	21235	Gas (mcf)	2008	18942.24
KY	21235	Gas (mcf)	2009	18066.6
KY	21235	Gas (mcf)	2010	17832.83
KY	21235	Gas (mcf)	2011	26019.18
KY	21235	Gas (mcf)	2012	16865.37
KY	21235	Gas (mcf)	2013	13582.77
KY	21235	Gas (mcf)	2014	13561.13
LA	22011	Gas (mcf)	2005	87.8
LA	22011	Gas (mcf)	2006	81.46
LA	22011	Gas (mcf)	2007	59.31
LA	22011	Gas (mcf)	2008	40.75
LA	22011	Gas (mcf)	2009	9.23
LA	22011	Gas (mcf)	2010	60.57
LA	22011	Gas (mcf)	2011	49.34
LA	22011	Gas (mcf)	2012	27.55
LA	22011	Gas (mcf)	2013	26.24
LA	22011	Gas (mcf)	2014	57.16
LA	22011	Oil (bbl)	2005	53.35
LA	22011	Oil (bbl)	2006	51.81
LA	22011	Oil (bbl)	2007	29.42
LA	22011	Oil (bbl)	2008	29.1
LA	22011	Oil (bbl)	2009	33.04
LA	22011	Oil (bbl)	2010	38.47
LA	22011	Oil (bbl)	2011	31.98
LA	22011	Oil (bbl)	2012	51.51
LA	22011	Oil (bbl)	2013	25.11
LA	22011	Oil (bbl)	2014	22.98
LA	22013	Gas (mcf)	2005	30478.2
LA	22013	Gas (mcf)	2006	31464.21
LA	22013	Gas (mcf)	2007	25893.56
LA	22013	Gas (mcf)	2008	77196.98
LA	22013	Gas (mcf)	2009	68035.55
LA	22013	Gas (mcf)	2010	46802
LA	22013	Gas (mcf)	2011	264898.92
LA	22013	Gas (mcf)	2012	945148.25
LA	22013	Gas (mcf)	2013	340318.56
LA	22013	Gas (mcf)	2014	173020.22
LA	22013	Oil (bbl)	2005	35.31
LA	22013	Oil (bbl)	2006	20.25
LA	22013	Oil (bbl)	2007	13.5
LA	22013	Oil (bbl)	2008	95.61
LA	22013	Oil (bbl)	2009	99.49
LA	22013	Oil (bbl)	2010	35.11
LA	22013	Oil (bbl)	2011	22.4
LA	22013	Oil (bbl)	2012	35.63
LA	22013	Oil (bbl)	2013	11.44
LA	22013	Oil (bbl)	2014	19.12
LA	22015	Gas (mcf)	2005	29977099.84
LA	22015	Gas (mcf)	2006	28983273.41
LA	22015	Gas (mcf)	2007	29165322.22
LA	22015	Gas (mcf)	2008	28216762.78
LA	22015	Gas (mcf)	2009	18909474.02
LA	22015	Gas (mcf)	2010	14292522.15
LA	22015	Gas (mcf)	2011	14516859.86
LA	22015	Gas (mcf)	2012	13729204.05
LA	22015	Gas (mcf)	2013	12274927.4
LA	22015	Gas (mcf)	2014	9046613.72
LA	22015	Oil (bbl)	2005	103197.8
LA	22015	Oil (bbl)	2006	127968.2
LA	22015	Oil (bbl)	2007	136213.44
LA	22015	Oil (bbl)	2008	149416.77
LA	22015	Oil (bbl)	2009	100244.68
LA	22015	Oil (bbl)	2010	65132.57
LA	22015	Oil (bbl)	2011	60064.97
LA	22015	Oil (bbl)	2012	54157.26
LA	22015	Oil (bbl)	2013	51006.22
LA	22015	Oil (bbl)	2014	47374.08
LA	22017	Gas (mcf)	2005	68961.53
LA	22017	Gas (mcf)	2006	64548.17
LA	22017	Gas (mcf)	2007	50100.41
LA	22017	Gas (mcf)	2008	84370.36
LA	22017	Gas (mcf)	2009	84380.01
LA	22017	Gas (mcf)	2010	304075.11
LA	22017	Gas (mcf)	2011	360897.38
LA	22017	Gas (mcf)	2012	394752.42
LA	22017	Gas (mcf)	2013	225950.08
LA	22017	Gas (mcf)	2014	237508.15
LA	22017	Oil (bbl)	2005	11791.78
LA	22017	Oil (bbl)	2006	11010.32
LA	22017	Oil (bbl)	2007	9444.5
LA	22017	Oil (bbl)	2008	8339.36
LA	22017	Oil (bbl)	2009	8383.95
LA	22017	Oil (bbl)	2010	8162.79
LA	22017	Oil (bbl)	2011	7356.53
LA	22017	Oil (bbl)	2012	7543.2
LA	22017	Oil (bbl)	2013	6792.82
LA	22017	Oil (bbl)	2014	7291.12
LA	22021	Gas (mcf)	2006	618.3
LA	22021	Gas (mcf)	2007	11205.58
LA	22021	Gas (mcf)	2008	24448.99
LA	22021	Gas (mcf)	2009	17925.22
LA	22021	Gas (mcf)	2010	13356.98
LA	22021	Gas (mcf)	2011	13009.73
LA	22021	Gas (mcf)	2012	9842.26
LA	22021	Gas (mcf)	2013	4918.36
LA	22021	Gas (mcf)	2014	1350.58
LA	22023	Gas (mcf)	2005	4946.36
LA	22023	Gas (mcf)	2006	3820.24
LA	22023	Gas (mcf)	2007	2213.81
LA	22023	Oil (bbl)	2005	110.46
LA	22023	Oil (bbl)	2006	62.78
LA	22023	Oil (bbl)	2007	44.18
LA	22027	Gas (mcf)	2005	201974.12
LA	22027	Gas (mcf)	2006	187559.03
LA	22027	Gas (mcf)	2007	179771.2
LA	22027	Gas (mcf)	2008	180967.69
LA	22027	Gas (mcf)	2009	181691.83
LA	22027	Gas (mcf)	2010	184078.32
LA	22027	Gas (mcf)	2011	169877.2
LA	22027	Gas (mcf)	2012	170409.35
LA	22027	Gas (mcf)	2013	161351.94
LA	22027	Gas (mcf)	2014	139445.98
LA	22027	Oil (bbl)	2005	26113.49
LA	22027	Oil (bbl)	2006	21718.25
LA	22027	Oil (bbl)	2007	19468.32
LA	22027	Oil (bbl)	2008	15994.15
LA	22027	Oil (bbl)	2009	17189.15
LA	22027	Oil (bbl)	2010	12693.62
LA	22027	Oil (bbl)	2011	10896.14
LA	22027	Oil (bbl)	2012	10052.66
LA	22027	Oil (bbl)	2013	9245.27
LA	22027	Oil (bbl)	2014	8478.87
LA	22031	Gas (mcf)	2005	18644.09
LA	22031	Gas (mcf)	2006	12997.81
LA	22031	Gas (mcf)	2007	41701.95
LA	22031	Gas (mcf)	2008	61736.08
LA	22031	Gas (mcf)	2009	274437.95
LA	22031	Gas (mcf)	2010	1038806.61
LA	22031	Gas (mcf)	2011	4199598.96
LA	22031	Gas (mcf)	2012	2959758.25
LA	22031	Gas (mcf)	2013	1382608.48
LA	22031	Gas (mcf)	2014	816387.6
LA	22031	Oil (bbl)	2005	0.02
LA	22031	Oil (bbl)	2006	0.04
LA	22031	Oil (bbl)	2007	91.59
LA	22031	Oil (bbl)	2008	164.01
LA	22031	Oil (bbl)	2009	360.11
LA	22031	Oil (bbl)	2010	539.25
LA	22031	Oil (bbl)	2011	629.49
LA	22031	Oil (bbl)	2012	339.1
LA	22031	Oil (bbl)	2013	171.35
LA	22031	Oil (bbl)	2014	243.7
LA	22033	Gas (mcf)	2005	129288.54
LA	22033	Gas (mcf)	2006	58014.21
LA	22033	Gas (mcf)	2007	21635.74
LA	22033	Gas (mcf)	2008	12079.52
LA	22033	Gas (mcf)	2009	9822.06
LA	22033	Gas (mcf)	2010	8960.74
LA	22033	Gas (mcf)	2011	7635.27
LA	22033	Gas (mcf)	2012	3668.07
LA	22033	Gas (mcf)	2013	6664.17
LA	22033	Gas (mcf)	2014	6906.25
LA	22033	Oil (bbl)	2005	13365.37
LA	22033	Oil (bbl)	2006	5547.99
LA	22033	Oil (bbl)	2007	2516.75
LA	22033	Oil (bbl)	2008	1211.12
LA	22033	Oil (bbl)	2009	949.6
LA	22033	Oil (bbl)	2010	839.14
LA	22033	Oil (bbl)	2011	777.21
LA	22033	Oil (bbl)	2012	534.11
LA	22033	Oil (bbl)	2013	788.13
LA	22033	Oil (bbl)	2014	798.57
LA	22043	Oil (bbl)	2014	3404
LA	22057	Gas (mcf)	2005	566.94
LA	22057	Gas (mcf)	2006	2629.04
LA	22057	Gas (mcf)	2007	480.96
LA	22057	Gas (mcf)	2008	16.31
LA	22057	Oil (bbl)	2005	604.78
LA	22057	Oil (bbl)	2006	1259.79
LA	22057	Oil (bbl)	2007	350.88
LA	22057	Oil (bbl)	2008	251.64
LA	22057	Oil (bbl)	2009	335.18
LA	22057	Oil (bbl)	2010	332.85
LA	22057	Oil (bbl)	2011	46.66
LA	22057	Oil (bbl)	2012	4.57
LA	22057	Oil (bbl)	2013	2.97
LA	22057	Oil (bbl)	2014	1.28
LA	22059	Gas (mcf)	2005	359.41
LA	22059	Gas (mcf)	2006	455.26
LA	22059	Gas (mcf)	2007	258.46
LA	22059	Gas (mcf)	2008	326.67
LA	22059	Gas (mcf)	2009	397.97
LA	22059	Gas (mcf)	2010	468.72
LA	22059	Gas (mcf)	2011	477.82
LA	22059	Gas (mcf)	2012	238.27
LA	22059	Oil (bbl)	2005	496.19
LA	22059	Oil (bbl)	2006	406.88
LA	22059	Oil (bbl)	2007	364.87
LA	22059	Oil (bbl)	2008	296.29
LA	22059	Oil (bbl)	2009	116.95
LA	22059	Oil (bbl)	2010	77.12
LA	22059	Oil (bbl)	2011	78.21
LA	22059	Oil (bbl)	2012	37.1
