Month,Calendar Year,Land Class,Land Category,Commodity, Volume ,
April,2017,Federal,Onshore,Oil Prod Vol (bbl)," 14,501,483 "," 14,501,483 "
April,2017,Native American,Onshore,Coal Prod Vol (ton)," 1,006,718 "," 1,006,718 "
April,2017,Native American,Onshore,Gas Prod Vol (mcf)," 25,541,415 "," 25,541,415 "
April,2017,Native American,Onshore,Oil Prod Vol (bbl)," 5,599,055 "," 5,599,055 "
May,2017,Federal,Offshore,Gas Prod Vol (mcf)," 99,384,245 "," 99,384,245 "
May,2017,Federal,Offshore,Oil Prod Vol (bbl)," 52,785,907 "," 52,785,907 "
May,2017,Federal,Onshore,Coal Prod Vol (ton)," 26,338,321 "," 26,338,321 "
May,2017,Federal,Onshore,Gas Prod Vol (mcf)," 268,807,768 "," 268,807,768 "
May,2017,Federal,Onshore,Oil Prod Vol (bbl)," 15,437,327 "," 15,437,327 "
May,2017,Native American,Onshore,Coal Prod Vol (ton)," 1,133,016 "," 1,133,016 "
May,2017,Native American,Onshore,Gas Prod Vol (mcf)," 27,165,977 "," 27,165,977 "
May,2017,Native American,Onshore,Oil Prod Vol (bbl)," 5,790,371 "," 5,790,371 "
June,2017,Federal,Offshore,Gas Prod Vol (mcf)," 90,625,884 "," 90,625,884 "
June,2017,Federal,Offshore,Oil Prod Vol (bbl)," 49,430,561 "," 49,430,561 "
June,2017,Federal,Onshore,Coal Prod Vol (ton)," 26,859,514 "," 26,859,514 "
June,2017,Federal,Onshore,Gas Prod Vol (mcf)," 263,145,186 "," 263,145,186 "
June,2017,Federal,Onshore,Oil Prod Vol (bbl)," 14,322,327 "," 14,322,327 "
June,2017,Native American,Onshore,Coal Prod Vol (ton)," 1,211,408 "," 1,211,408 "
June,2017,Native American,Onshore,Gas Prod Vol (mcf)," 26,741,101 "," 26,741,101 "
June,2017,Native American,Onshore,Oil Prod Vol (bbl)," 5,911,108 "," 5,911,108 "
July,2017,Federal,Offshore,Gas Prod Vol (mcf)," 97,841,805 "," 97,841,805 "
July,2017,Federal,Offshore,Oil Prod Vol (bbl)," 55,000,182 "," 55,000,182 "
July,2017,Federal,Onshore,Coal Prod Vol (ton)," 29,686,410 "," 29,686,410 "
July,2017,Federal,Onshore,Gas Prod Vol (mcf)," 271,810,475 "," 271,810,475 "
July,2017,Federal,Onshore,Oil Prod Vol (bbl)," 15,142,652 "," 15,142,652 "
July,2017,Native American,Onshore,Coal Prod Vol (ton)," 920,473 "," 920,473 "
July,2017,Native American,Onshore,Gas Prod Vol (mcf)," 27,493,689 "," 27,493,689 "
July,2017,Native American,Onshore,Oil Prod Vol (bbl)," 6,103,276 "," 6,103,276 "
August,2017,Federal,Offshore,Gas Prod Vol (mcf)," 92,781,497 "," 92,781,497 "
August,2017,Federal,Offshore,Oil Prod Vol (bbl)," 53,807,479 "," 53,807,479 "
August,2017,Federal,Onshore,Coal Prod Vol (ton)," 30,158,575 "," 30,158,575 "
August,2017,Federal,Onshore,Gas Prod Vol (mcf)," 268,673,846 "," 268,673,846 "
August,2017,Federal,Onshore,Oil Prod Vol (bbl)," 15,694,857 "," 15,694,857 "
August,2017,Native American,Onshore,Coal Prod Vol (ton)," 1,203,341 "," 1,203,341 "
August,2017,Native American,Onshore,Gas Prod Vol (mcf)," 28,141,368 "," 28,141,368 "
August,2017,Native American,Onshore,Oil Prod Vol (bbl)," 6,496,754 "," 6,496,754 "
September,2017,Federal,Offshore,Gas Prod Vol (mcf)," 88,478,296 "," 88,478,296 "
September,2017,Federal,Offshore,Oil Prod Vol (bbl)," 51,297,753 "," 51,297,753 "
September,2017,Federal,Onshore,Coal Prod Vol (ton)," 27,217,702 "," 27,217,702 "
September,2017,Federal,Onshore,Gas Prod Vol (mcf)," 266,432,267 "," 266,432,267 "
September,2017,Federal,Onshore,Oil Prod Vol (bbl)," 15,976,015 "," 15,976,015 "
September,2017,Native American,Onshore,Coal Prod Vol (ton)," 958,857 "," 958,857 "
September,2017,Native American,Onshore,Gas Prod Vol (mcf)," 27,330,790 "," 27,330,790 "
September,2017,Native American,Onshore,Oil Prod Vol (bbl)," 6,299,539 "," 6,299,539 "
October,2017,Federal,Offshore,Gas Prod Vol (mcf)," 80,697,584 "," 80,697,584 "
October,2017,Federal,Offshore,Oil Prod Vol (bbl)," 46,471,685 "," 46,471,685 "
October,2017,Federal,Onshore,Coal Prod Vol (ton)," 27,484,858 "," 27,484,858 "
October,2017,Federal,Onshore,Gas Prod Vol (mcf)," 276,007,274 "," 276,007,274 "
October,2017,Federal,Onshore,Oil Prod Vol (bbl)," 16,979,223 "," 16,979,223 "
October,2017,Native American,Onshore,Coal Prod Vol (ton)," 1,123,323 "," 1,123,323 "
October,2017,Native American,Onshore,Gas Prod Vol (mcf)," 28,726,065 "," 28,726,065 "
October,2017,Native American,Onshore,Oil Prod Vol (bbl)," 6,654,870 "," 6,654,870 "
November,2017,Federal,Offshore,Gas Prod Vol (mcf)," 81,864,924 "," 81,864,924 "
November,2017,Federal,Offshore,Oil Prod Vol (bbl)," 51,449,088 "," 51,449,088 "
November,2017,Federal,Onshore,Coal Prod Vol (ton)," 26,341,943 "," 26,341,943 "
November,2017,Federal,Onshore,Gas Prod Vol (mcf)," 262,655,585 "," 262,655,585 "
November,2017,Federal,Onshore,Oil Prod Vol (bbl)," 16,884,119 "," 16,884,119 "
November,2017,Native American,Onshore,Coal Prod Vol (ton)," 1,147,396 "," 1,147,396 "
November,2017,Native American,Onshore,Gas Prod Vol (mcf)," 28,786,517 "," 28,786,517 "
November,2017,Native American,Onshore,Oil Prod Vol (bbl)," 6,601,279 "," 6,601,279 "
December,2017,Federal,Offshore,Gas Prod Vol (mcf)," 78,555,058 "," 78,555,058 "
December,2017,Federal,Offshore,Oil Prod Vol (bbl)," 49,116,024 "," 49,116,024 "
December,2017,Federal,Onshore,Coal Prod Vol (ton)," 26,144,818 "," 26,144,818 "
December,2017,Federal,Onshore,Gas Prod Vol (mcf)," 276,427,895 "," 276,427,895 "
December,2017,Federal,Onshore,Oil Prod Vol (bbl)," 18,009,560 "," 18,009,560 "
December,2017,Native American,Onshore,Coal Prod Vol (ton)," 1,361,183 "," 1,361,183 "
December,2017,Native American,Onshore,Gas Prod Vol (mcf)," 30,552,848 "," 30,552,848 "
December,2017,Native American,Onshore,Oil Prod Vol (bbl)," 6,718,241 "," 6,718,241 "
January,2018,Federal,Offshore,Gas Prod Vol (mcf)," 79,073,891 "," 79,073,891 "
January,2018,Federal,Offshore,Oil Prod Vol (bbl)," 51,242,542 "," 51,242,542 "
January,2018,Federal,Onshore,Coal Prod Vol (ton)," 24,632,904 "," 24,632,904 "
January,2018,Federal,Onshore,Gas Prod Vol (mcf)," 273,904,760 "," 273,904,760 "
January,2018,Federal,Onshore,Oil Prod Vol (bbl)," 17,332,040 "," 17,332,040 "
January,2018,Native American,Onshore,Coal Prod Vol (ton)," 1,354,891 "," 1,354,891 "
January,2018,Native American,Onshore,Gas Prod Vol (mcf)," 30,502,434 "," 30,502,434 "
January,2018,Native American,Onshore,Oil Prod Vol (bbl)," 6,698,850 "," 6,698,850 "
February,2018,Federal,Offshore,Gas Prod Vol (mcf)," 74,987,317 "," 74,987,317 "
February,2018,Federal,Offshore,Oil Prod Vol (bbl)," 48,389,238 "," 48,389,238 "
February,2018,Federal,Onshore,Coal Prod Vol (ton)," 25,195,995 "," 25,195,995 "
February,2018,Federal,Onshore,Gas Prod Vol (mcf)," 246,488,479 "," 246,488,479 "
February,2018,Federal,Onshore,Oil Prod Vol (bbl)," 16,310,091 "," 16,310,091 "
February,2018,Native American,Onshore,Coal Prod Vol (ton)," 701,497 "," 701,497 "
February,2018,Native American,Onshore,Gas Prod Vol (mcf)," 27,420,008 "," 27,420,008 "
February,2018,Native American,Onshore,Oil Prod Vol (bbl)," 5,889,118 "," 5,889,118 "
March,2018,Federal,Offshore,Gas Prod Vol (mcf)," 83,560,798 "," 83,560,798 "
March,2018,Federal,Offshore,Oil Prod Vol (bbl)," 52,630,981 "," 52,630,981 "
March,2018,Federal,Onshore,Coal Prod Vol (ton)," 25,653,837 "," 25,653,837 "
March,2018,Federal,Onshore,Gas Prod Vol (mcf)," 277,278,977 "," 277,278,977 "
March,2018,Federal,Onshore,Oil Prod Vol (bbl)," 18,334,341 "," 18,334,341 "
March,2018,Native American,Onshore,Coal Prod Vol (ton)," 827,534 "," 827,534 "
March,2018,Native American,Onshore,Gas Prod Vol (mcf)," 31,291,967 "," 31,291,967 "
March,2018,Native American,Onshore,Oil Prod Vol (bbl)," 6,942,466 "," 6,942,466 "
April,2018,Federal,Offshore,Gas Prod Vol (mcf)," 76,442,714 "," 76,442,714 "
April,2018,Federal,Offshore,Oil Prod Vol (bbl)," 48,561,951 "," 48,561,951 "
April,2018,Federal,Onshore,Coal Prod Vol (ton)," 22,154,981 "," 22,154,981 "
April,2018,Federal,Onshore,Gas Prod Vol (mcf)," 267,083,980 "," 267,083,980 "
April,2018,Federal,Onshore,Oil Prod Vol (bbl)," 18,525,528 "," 18,525,528 "
April,2018,Native American,Onshore,Coal Prod Vol (ton)," 815,363 "," 815,363 "
April,2018,Native American,Onshore,Gas Prod Vol (mcf)," 31,009,738 "," 31,009,738 "
April,2018,Native American,Onshore,Oil Prod Vol (bbl)," 7,342,771 "," 7,342,771 "
May,2018,Federal,Offshore,Gas Prod Vol (mcf)," 78,954,120 "," 78,954,120 "
May,2018,Federal,Offshore,Oil Prod Vol (bbl)," 48,111,671 "," 48,111,671 "
May,2018,Federal,Onshore,Coal Prod Vol (ton)," 22,509,973 "," 22,509,973 "
May,2018,Federal,Onshore,Gas Prod Vol (mcf)," 272,482,032 "," 272,482,032 "
May,2018,Federal,Onshore,Oil Prod Vol (bbl)," 18,724,948 "," 18,724,948 "
May,2018,Native American,Onshore,Coal Prod Vol (ton)," 1,223,737 "," 1,223,737 "
May,2018,Native American,Onshore,Gas Prod Vol (mcf)," 31,245,170 "," 31,245,170 "
May,2018,Native American,Onshore,Oil Prod Vol (bbl)," 7,516,093 "," 7,516,093 "
June,2018,Federal,Offshore,Gas Prod Vol (mcf)," 79,174,605 "," 79,174,605 "
June,2018,Federal,Offshore,Oil Prod Vol (bbl)," 50,369,170 "," 50,369,170 "
June,2018,Federal,Onshore,Coal Prod Vol (ton)," 24,851,719 "," 24,851,719 "
June,2018,Federal,Onshore,Gas Prod Vol (mcf)," 260,145,548 "," 260,145,548 "
June,2018,Federal,Onshore,Oil Prod Vol (bbl)," 17,526,673 "," 17,526,673 "
June,2018,Native American,Onshore,Coal Prod Vol (ton)," 1,024,930 "," 1,024,930 "
June,2018,Native American,Onshore,Gas Prod Vol (mcf)," 30,228,753 "," 30,228,753 "
June,2018,Native American,Onshore,Oil Prod Vol (bbl)," 7,131,539 "," 7,131,539 "
July,2018,Federal,Offshore,Gas Prod Vol (mcf)," 92,179,310 "," 92,179,310 "
July,2018,Federal,Offshore,Oil Prod Vol (bbl)," 58,349,544 "," 58,349,544 "
July,2018,Federal,Onshore,Coal Prod Vol (ton)," 26,629,804 "," 26,629,804 "
July,2018,Federal,Onshore,Gas Prod Vol (mcf)," 272,382,746 "," 272,382,746 "
July,2018,Federal,Onshore,Oil Prod Vol (bbl)," 19,083,466 "," 19,083,466 "
July,2018,Native American,Onshore,Coal Prod Vol (ton)," 1,200,779 "," 1,200,779 "
July,2018,Native American,Onshore,Gas Prod Vol (mcf)," 30,713,072 "," 30,713,072 "
July,2018,Native American,Onshore,Oil Prod Vol (bbl)," 7,175,220 "," 7,175,220 "
August,2018,Federal,Offshore,Gas Prod Vol (mcf)," 98,079,413 "," 98,079,413 "
August,2018,Federal,Offshore,Oil Prod Vol (bbl)," 61,083,902 "," 61,083,902 "
August,2018,Federal,Onshore,Coal Prod Vol (ton)," 27,555,964 "," 27,555,964 "
August,2018,Federal,Onshore,Gas Prod Vol (mcf)," 272,485,633 "," 272,485,633 "
August,2018,Federal,Onshore,Oil Prod Vol (bbl)," 20,276,543 "," 20,276,543 "
August,2018,Native American,Onshore,Coal Prod Vol (ton)," 1,444,528 "," 1,444,528 "
August,2018,Native American,Onshore,Gas Prod Vol (mcf)," 31,235,120 "," 31,235,120 "
August,2018,Native American,Onshore,Oil Prod Vol (bbl)," 7,364,545 "," 7,364,545 "
September,2018,Federal,Offshore,Gas Prod Vol (mcf)," 88,561,291 "," 88,561,291 "
September,2018,Federal,Offshore,Oil Prod Vol (bbl)," 54,371,122 "," 54,371,122 "
September,2018,Federal,Onshore,Coal Prod Vol (ton)," 29,721,951 "," 29,721,951 "
September,2018,Federal,Onshore,Gas Prod Vol (mcf)," 264,395,930 "," 264,395,930 "
September,2018,Federal,Onshore,Oil Prod Vol (bbl)," 20,122,692 "," 20,122,692 "
September,2018,Native American,Onshore,Coal Prod Vol (ton)," 1,182,334 "," 1,182,334 "
September,2018,Native American,Onshore,Gas Prod Vol (mcf)," 30,312,983 "," 30,312,983 "
September,2018,Native American,Onshore,Oil Prod Vol (bbl)," 7,010,678 "," 7,010,678 "
October,2018,Federal,Offshore,Gas Prod Vol (mcf)," 86,432,047 "," 86,432,047 "
October,2018,Federal,Offshore,Oil Prod Vol (bbl)," 54,676,145 "," 54,676,145 "
October,2018,Federal,Onshore,Coal Prod Vol (ton)," 26,660,260 "," 26,660,260 "
October,2018,Federal,Onshore,Gas Prod Vol (mcf)," 279,762,890 "," 279,762,890 "
October,2018,Federal,Onshore,Oil Prod Vol (bbl)," 21,238,373 "," 21,238,373 "
October,2018,Native American,Onshore,Coal Prod Vol (ton)," 1,252,350 "," 1,252,350 "
October,2018,Native American,Onshore,Gas Prod Vol (mcf)," 30,929,101 "," 30,929,101 "
October,2018,Native American,Onshore,Oil Prod Vol (bbl)," 7,165,974 "," 7,165,974 "
November,2018,Federal,Offshore,Gas Prod Vol (mcf)," 90,525,909 "," 90,525,909 "
November,2018,Federal,Offshore,Oil Prod Vol (bbl)," 58,950,493 "," 58,950,493 "
November,2018,Federal,Onshore,Coal Prod Vol (ton)," 26,932,688 "," 26,932,688 "
November,2018,Federal,Onshore,Gas Prod Vol (mcf)," 261,731,081 "," 261,731,081 "
November,2018,Federal,Onshore,Oil Prod Vol (bbl)," 20,275,970 "," 20,275,970 "
November,2018,Native American,Onshore,Coal Prod Vol (ton)," 1,487,964 "," 1,487,964 "
November,2018,Native American,Onshore,Gas Prod Vol (mcf)," 29,468,217 "," 29,468,217 "
November,2018,Native American,Onshore,Oil Prod Vol (bbl)," 7,067,731 "," 7,067,731 "
December,2018,Federal,Offshore,Gas Prod Vol (mcf)," 92,316,866 "," 92,316,866 "
December,2018,Federal,Offshore,Oil Prod Vol (bbl)," 59,997,059 "," 59,997,059 "
December,2018,Federal,Onshore,Coal Prod Vol (ton)," 28,361,627 "," 28,361,627 "
December,2018,Federal,Onshore,Gas Prod Vol (mcf)," 270,747,986 "," 270,747,986 "
December,2018,Federal,Onshore,Oil Prod Vol (bbl)," 21,110,763 "," 21,110,763 "
December,2018,Native American,Onshore,Coal Prod Vol (ton)," 1,368,888 "," 1,368,888 "
December,2018,Native American,Onshore,Gas Prod Vol (mcf)," 29,966,788 "," 29,966,788 "
December,2018,Native American,Onshore,Oil Prod Vol (bbl)," 6,999,707 "," 6,999,707 "
January,2019,Federal,Offshore,Gas Prod Vol (mcf)," 94,214,940 "," 94,214,940 "
January,2019,Federal,Offshore,Oil Prod Vol (bbl)," 59,848,631 "," 59,848,631 "
January,2019,Federal,Onshore,Coal Prod Vol (ton)," 28,977,593 "," 28,977,593 "
January,2019,Federal,Onshore,Gas Prod Vol (mcf)," 267,802,181 "," 267,802,181 "
January,2019,Federal,Onshore,Oil Prod Vol (bbl)," 21,146,950 "," 21,146,950 "
January,2019,Native American,Onshore,Coal Prod Vol (ton)," 1,150,322 "," 1,150,322 "
January,2019,Native American,Onshore,Gas Prod Vol (mcf)," 28,888,398 "," 28,888,398 "
January,2019,Native American,Onshore,Oil Prod Vol (bbl)," 6,725,389 "," 6,725,389 "
February,2019,Federal,Offshore,Gas Prod Vol (mcf)," 80,293,368 "," 80,293,368 "
February,2019,Federal,Offshore,Oil Prod Vol (bbl)," 48,912,966 "," 48,912,966 "
February,2019,Federal,Onshore,Coal Prod Vol (ton)," 22,819,637 "," 22,819,637 "
February,2019,Federal,Onshore,Gas Prod Vol (mcf)," 241,356,172 "," 241,356,172 "
February,2019,Federal,Onshore,Oil Prod Vol (bbl)," 19,002,149 "," 19,002,149 "
February,2019,Native American,Onshore,Coal Prod Vol (ton)," 1,113,086 "," 1,113,086 "
February,2019,Native American,Onshore,Gas Prod Vol (mcf)," 25,376,357 "," 25,376,357 "
February,2019,Native American,Onshore,Oil Prod Vol (bbl)," 5,747,989 "," 5,747,989 "
